52	num.lii
Ratliff	n+m.ratliff
Razmoket	n+m.rugrats
Razorbacks	n+m.razorbacks
Reade	n+m.reade
Recife	n+f.recife
Redgrave	n+m.redgrave
Redstone	n+m.redstone
Reims	n+m.reims
Rhiannon	n+f.rhiannon
Rhinelander	n+m.rhinelander
Rhodésie	n+f.rhodesia
Rhodésien	n+m.rhodesian
Rhondda	n+f.rhondda
Richelieu	n+m.richelieu
Ricks	n+m.ricks
Rimes	n+f.rimes
Ringling	n+m.ringling
Rivas	n+m.rivas
Riverhead	n+m.riverhead
Rizal	n+m.rizal
Robeson	n+m.robeson
Roca	n+f.roca
Rodin	n+m.rodin
Rodolfo	n+m.rodolfo
Roku	n+m.roku
Rolando	n+m.rolando
Rollo	n+m.rollo
Romulus	n+m.romulus
Rona	n+f.rona
Ronny	n+m.ronny
Ronstadt	n+f.ronstadt
Rosanna	n+f.rosanna
Rosanne	n+f.rosanne
Roseanne	n+f.roseanne
Rosemarie	n+f.rosemarie
Rossetti	n+m.rossetti
Rostock	n+m.rostock
Rothko	n+m.rothko
Rourke	n+m.rourke
Rowena	n+f.rowena
Rubik	n+m.rubik
Rudyard	n+m.rudyard
Ruhr	n+f.ruhr
Rushdie	n+m.rushdie
Rwandais	n+m.rwandan
SDRA	n+m.ards
SMS	n+m.texting
Saba	n+f.sheba
Sabin	n+m.sabin
Sacco	n+m.sacco
Sackville	n+m.sackville
Sagan	n+m.sagan
Sakhaline	n+f.sakhalin
Salas	n+f.salas
Salinger	n+m.salinger
Salomé	n+f.salome
Samara	n+f.samara
Samarie	n+f.samaria
Samaritains	n+m.samaritans
Samos	n+f.samos
Samuelson	n+m.samuelson
Sanaa	n+f.sanaa
Sancho	n+m.sancho
Sardes	n+f.sardis
Sarre	n+f.saar@n+f.saarland
Sarto	n+m.sarto
Sartre	n+m.sartre
Savone	n+f.savona
Saxe	n+f.sachsen
Saxons	n+m.saxons
Sayer	n+m.sayer
Schick	n+m.schick
Schlegel	n+m.schlegel
Schleswig	n+m.schleswig
Schoenberg	n+m.schoenberg
Schrödinger	n+m.schrodinger
Schuman	n+m.schuman
Schuylkill	n+m.schuylkill
Schwerin	n+f.schwerin
Scruggs	n+m.scruggs
Scud	n+m.scud
Secunderabad	n+m.secunderabad
Seeger	n+m.seeger
Selden	n+m.selden
Sendai	n+m.sendai
Severus	n+m.severus
Shackleton	n+m.shackleton
Shaftesbury	n+m.shaftesbury
Shana	n+f.shana
Shang	n+m.shang
Shanna	n+f.shanna
Shauna	n+f.shauna
Shawna	n+f.shawna
Shays	n+m.shays
Shenyang	n+m.shenyang
Sherrie	n+f.sherrie
Sherrill	n+m.sherrill
Shillong	n+m.shillong
Shiva	n+m.siva
Shoshone	n+m.shoshone
Sian	n+f.sian
Sicile	n+f.sicilia
Siddhartha	n+m.siddhartha
Siloam	n+m.siloam
Simba	n+m.simba
Sinbad	n+m.sinbad
Singapourien	n+m.singaporean
Sisley	n+m.sisley
Sisyphe	n+m.sisyphus
Skagway	n+f.skagway
Skeeter	n+m.skeeter
Skilling	n+m.skilling
Slocum	n+m.slocum
Slovène	n+m.slovene
Smirnoff	n+m.smirnoff
Smithson	n+m.smithson
Snickers	n+m.snickers
Snowdonia	n+f.snowdonia
Sodome	n+f.sodom
Somaliland	n+m.somaliland
Somme	n+f.somme
Sondheim	n+m.sondheim
Sondra	n+f.sondra
Sontag	n+m.sontag
Sophocle	n+m.sophocles
Sora	n+f.sora
Souter	n+m.souter
Soweto	n+f.soweto
Soyouz	n+m.soyuz
Spartacus	n+m.spartacus
Speer	n+m.speer
Spenser	n+m.spenser
Spinoza	n+m.spinoza
Spiro	n+m.spiro
Spoutnik	n+m.sputnik
Squibb	n+m.squibb
Srinagar	n+m.srinagar
Staci	n+f.staci
Standish	n+m.standish
Stanhope	n+m.stanhope
Starkey	n+m.starkey
Stavanger	n+m.stavanger
Steinway	n+m.steinway
Sterne	n+m.sterne
Steuben	n+m.steuben
Strafford	n+m.strafford
Stravinsky	n+m.stravinsky
Stull	n+m.stull
Sulawesi	n+m.sulawesi
Sumer	n+m.sumer
Surabaya	n+f.surabaya
Surya	n+m.surya
Suva	n+f.suva
Suwanee	n+f.suwanee
Suwannee	n+f.suwannee
Suzhou	n+m.suzhou
Suédois	n+m.swede@n+m.swedes
Swinburne	n+m.swinburne
Swisher	n+m.swisher
Switzer	n+m.switzer
Sybil	n+f.sybil
Symonds	n+m.symonds
Syr	n+m.syr
Syriens	n+m.syrians
Ségovie	n+f.segovia
Séléné	n+f.selene
Tadjik	n+m.tajik
Tagore	n+m.tagore
Taichung	n+f.taichung
Talley	n+m.talley
Tammany	n+m.tammany
Tanger	n+f.tangier
Tarragone	n+f.tarragona
Tarrytown	n+m.tarrytown
Tartu	n+f.tartu
Tass	n+m.tass
Tatar	n+m.tatar
Tayside	n+m.tayside
Tchekhov	n+m.chekhov
Tchèques	n+m.czechs
Technicolor	n+m.technicolor
Telecaster	n+f.telecaster
Tennessean	n+m.tennessean
Terrien	n+m.terran
Thad	n+m.thad
Thaddeus	n+m.thaddeus
Thalie	n+f.thalia
Thalès	n+m.thales
Thar	n+m.thar
Tharp	n+m.tharp
Thaïs	n+m.thais
Thorndike	n+m.thorndike
Thorp	n+m.thorp
Thot	n+m.thoth
Thrace	n+f.thrace
Thurmond	n+m.thurmond
Thèbes	n+f.thebes
Tibétains	n+m.tibetans
Tilburg	n+m.tilburg
Timaru	n+f.timaru
Tocqueville	n+m.tocqueville
Tombouctou	n+f.timbuktu
Tonkin	n+m.tonkin
Tootsie	n+f.tootsie
Topsy	n+f.topsy
Tortola	n+f.tortola
Tortuga	n+f.tortuga
Toulon	n+m.toulon
Townes	n+m.townes
Tracie	n+f.tracie
Tralee	n+f.tralee
Trente	n+m.trento
Trevino	n+m.trevino
Trias	n+m.triassic
Tripura	n+m.tripura
Tristram	n+m.tristram
Trotski	n+m.trotsky
Trévise	n+f.treviso
Turkmène	n+m.turkmen
Turpin	n+m.turpin
Tycho	n+m.tycho
Tyndale	n+m.tyndale
Tyndall	n+m.tyndall
ULM	n+m.ultralight
Udall	n+m.udall
Ukrainiens	n+m.ukrainians
Ulysse	n+m.odysseus
Updike	n+m.updike
Urie	n+m.uriah
Urquhart	n+m.urquhart
Uzi	n+m.uzi
VIP	n+m.vips
Valenti	n+m.valenti
Valeria	n+f.valeria
Valladolid	n+m.valladolid
Valéry	n+m.valery
Vang	n+m.vang
Varanasi	n+m.varanasi
Varèse	n+f.varese
Vedas	n+m.vedas
Vela	n+f.vela
Velez	n+m.velez
Velma	n+f.velma
Venn	n+m.venn
Veracruz	n+m.veracruz
Vermeer	n+m.vermeer
Verna	n+f.verna
Verseau	n+m.aquarian
Vesta	n+f.vesta
Vichy	n+m.vichy
Victoriens	n+m.victorians
Vidar	n+m.vidar
Viennois	n+m.viennese
Vientiane	n+m.vientiane
Viet Cong	n+m.vietcong
Vijayawada	n+m.vijayawada
Villarreal	n+m.villarreal
Vincennes	n+m.vincennes
Visconti	n+m.visconti
Vladivostok	n+m.vladivostok
Voldemort	n+m.voldemort
Volga	n+f.volga
Vélasquez	n+m.velasquez
Wacker	n+m.wacker
Waggoner	n+m.waggoner
Walcott	n+m.walcott
Walgreen	n+m.walgreen
Wartburg	n+m.wartburg
Weizmann	n+m.weizmann
Welland	n+m.welland
Wendi	n+f.wendi
Wester	n+m.wester
Westmorland	n+m.westmorland
Westphalie	n+f.westphalia@n+f.westfalen
Whitechapel	n+f.whitechapel
Whitefield	n+m.whitefield
Whiteley	n+m.whiteley
Whittington	n+m.whittington
Whyalla	n+f.whyalla
Widener	n+m.widener
Wiesbaden	n+m.wiesbaden
Wiesel	n+m.wiesel
Wilber	n+m.wilber
Willa	n+f.willa
Wilmer	n+m.wilmer
Winifred	n+f.winifred
Wisconsin	n+m.wisc
Wodehouse	n+m.wodehouse
Wooten	n+m.wooten
Wrangell	n+m.wrangell
Wuppertal	n+m.wuppertal
Wyandotte	n+m.wyandotte
Xanadu	n+m.xanadu
Xenia	n+f.xenia
Xiaoping	n+m.xiaoping
Yahtzee	n+m.yahtzee
Yalta	n+f.yalta
Yamashita	n+m.yamashita
Yazoo	n+m.yazoo
Yellowknife	n+m.yellowknife
Yéménite	n+m.yemeni
Zamora	n+f.zamora
Zapata	n+m.zapata
Zeke	n+m.zeke
Zermatt	n+m.zermatt
Zimbabwéen	n+m.zimbabwean
Zola	n+m.zola
Zoug	n+m.zug
Zuni	n+m.zuni
Zélande	n+m.zeeland
Zénon	n+m.zeno
a	v.hath@v.haves
a aidé	v.helped
a apprécié	v.enjoyed
a atteint	v.reached
a besoin	v.needs
a commencé	v.began
a couru	v.ran
a couvert	v.spanned
a demandé	v.asked
a dit	v.said
a donné	v.gave
a entendu	v.heard
a envoyé	v.sent
a fait	v.made@v.did
a gagné	v.won
a l'intention	v.intends
a montré	v.showed
a obtenu	v.got
a oublié	v.forgot
a pensé	v.thought
a pris	v.took
a regardé	v.looked
a rencontré	v.met
a semblé	v.seemed
a tendance	v.tends
a tenu	v.held
a trouvé	v.found
a vu	v.saw
a vécu	v.lived
a écrit	v.wrote
aah	int.aah
aalborg	n+m.aalborg
aaliyah	n+f.aaliyah
aarhus	n+m.aarhus
aaron	n+m.aaron
aba	n+f.aba
abaissant	v.lowering
abaisse	v.lowers
abaisser	v.lower
abaissé	v.lowered@a.lowered
abandon	n+m.abandon@n+m.abandonment@n+m.dropout@n+f.discontinuation@n+f.discontinuing
abandonnant	v.quitting@v.abandoning
abandonne	v.scraps@v.ditches@v.abandons
abandonner	v.desert@v.scrap@v.abandon@v.maroon@v.ditch@v.waive@v.relinquish@v.forsake@v.discontinuing
abandonné	a.dropped@a.abandoned@v.abandoned@v.discontinued@a.discontinued@a.scrapped@v.forsaken@a.forsaken@a.shelved@v.relinquished
abasourdi	a.stunned@v.stunned
abat	v.fells
abattage	n+m.cull@n+m.slaughtering@n+m.felling
abattage sélectif	n+m.culling
abattement	n+m.abatement
abattoir	n+m.slaughterhouse
abattre	v.butcher@v.cull@v.culling@v.slaughtering@v.felling
abattu	v.slaughtered@v.downed@v.culled@v.gunned@a.gunned@v.felled@a.felled
abb	n+m.abb
abba	n+m.abba
abbas	n+m.abbas
abbaye	n+f.abbey
abbott	n+m.abbott
abby	n+f.abby
abbé	n+m.abbot@n+m.abbe
abc	n+m.abcs
abcès	n+m.abscess
abdias	n+m.obadiah
abdomen	n+m.abdomen
abdominal	a.abdominal
abdominale	a.abdominal
abdominaux	n+m.abs
abduction	n+f.abduction
abdul	n+m.abdul
abe	n+m.abe
abeille	n+f.bee
abeille domestique	n+f.honeybee
abeilles	n+f.bees
abel	n+m.abel
aberdeen	n+m.aberdeen
aberrant	a.aberrant
aberration	n+f.aberration
aberrations	n+f.aberrations
abigail	n+f.abigail
abilene	n+m.abilene
abingdon	n+m.abingdon
abiotique	a.abiotic
abject	a.abject
abl	n+m.abl
ablation	n+f.ablation
abner	n+m.abner
abnégation	n+f.selflessness
aboie	v.barks
aboiement	n+m.barking@n+m.woof
aboli	v.abolished@a.abolished
abolir	v.abolish@v.abolishing
abolition	n+f.abolition@n+f.abolishing
abolitionniste	n+m.abolitionist
abominable	a.abominable
abomination	n+f.abomination
abondamment	ad.extensively@ad.abundantly@ad.profusely
abondance	n+f.plenty@n+f.abundance
abondances	n+f.abundances
abondant	a.abundant@a.plentiful@a.copious
abondante	a.abundant
abonde	v.abounds
abonder	v.abound
abonnement	n+m.subscription
abonnements	n+m.subscriptions
abonné	n+m.subscriber@v.subscribed@a.subscribed
abonnée	n+f.subscriber
abonnés	n+m.subscribers
abordable	a.affordable
abordant	v.addressing
abordé	v.approached@v.tackled
aborigène	a.aboriginal@n+m.aboriginal
aborigènes	n+m.aborigines
abouti	v.culminated
aboutir	v.abutting
aboyant	v.barking
aboyer	v.bark@v.woof
aboyé	v.barked@a.barked
abraham	n+m.abraham
abram	n+m.abram
abrams	n+m.abrams
abrasif	a.abrasive@n+m.abrasive
abrasifs	n+m.abrasives
abrasion	n+f.abrasion
abri	n+m.shelter@n+m.dugout@n+m.sheltering
abri voiture	n+m.carport
abricot	n+m.apricot
abricots	n+m.apricots
abris	n+m.shelters
abrite	v.shelters@v.harbours
abriter	v.shelter@v.harbour@v.sheltering
abrité	a.sheltered@v.sheltered
abrogation	n+f.repeal@n+f.repealing
abrogations	n+f.repeals
abroge	v.repeals
abrogeant	v.repealing
abroger	v.repeal
abrogé	v.repealed@a.repealed@v.rescinded
abrupt	a.steep@a.abrupt
abrégé	v.abridged@a.abridged@v.abbreviated@a.abbreviated
abréviation	n+f.abbreviation@n+m.abr@n+f.abbrev@n+f.abbr
abréviations	n+f.abbreviations
abs	n+m.abs
absence	n+f.absence
absences	n+f.absences
absent	ad.away@a.absent@n+m.absentee@a.absentee
absent sans permission	a.awol
absentéisme	n+m.absenteeism
absentéisme scolaire	n+f.truancy
absinthe	n+f.absinthe@n+f.wormwood
absolu	a.absolute@a+m.absolute
absolue	a+f.absolute
absolument	ad.absolutely
absolus	n+m.absolutes
absolution	n+f.absolution
absorbance	n+f.absorbance
absorbant	v.absorbing@a.absorbing@a.absorbent@n+m.absorbent
absorbe	v.absorbs
absorber	v.absorb
absorbeur	n+m.absorber
absorbé	v.absorbed@a.absorbed@v.engrossed@a.engrossed
absorption	n+f.absorption@n+f.uptake
abstentions	n+f.abstentions
abstenu	v.abstained@a.abstained
abstinence	n+f.abstinence
abstraction	n+f.abstraction@n+f.abstracting
abstractions	n+f.abstractions
abstraire	v.abstracting
abstrait	a.abstract@a+m.abstract@v.abstracted
abstraite	a+f.abstract
absurde	a.absurd@a.nonsensical@a.preposterous
absurdité	n+f.nonsense@n+f.absurdity
abus	n+m.abuse@n+m.abuses
abusant	v.abusing
abuse	v.abuses
abuser	v.abuse
abuser de	v.misuse
abuseur	n+m.abuser
abuseuse	n+f.abuser
abusif	a.abusive@a.wrongful
abusive	a.abusive
abyssal	a.abysmal
abîme	n+m.abyss@n+m.chasm
abîmer	v.spoil
acacia	n+m.acacia@n+f.wattle
acadie	n+f.acadia
acadien	a.acadian
académie	n+f.academy
académies	n+f.academies
académique	a.academic
académiquement	ad.academically
acajou	n+m.mahogany
acapulco	n+m.acapulco
acarien	n+m.mite
acariens	n+m.mites
acc	n+m.acc
accablant	a.damning@a.overpowering
accabler	v.overwhelm@v.overpowering
accablé	a.overwhelmed@v.burdened
accalmie	n+f.lull
accapare	v.hogs
accaparer	v.hog
accastillage	n+f.chandlery
accent	n+m.emphasis@n+m.accent
accents	n+m.accents
accentuant	v.emphasizing
accentuer	v.accentuate
accenture	n+m.accenture
accentué	v.accented@a.accented@v.accentuated@a.accentuated
acceptabilité	n+f.acceptability
acceptable	a.acceptable@a.palatable
acceptant	v.accepting@v.agreeing
acceptation	n+f.acceptance
acceptations	n+f.acceptances
accepte	v.agrees@v.accepts
accepter	v.agree@v.accept
accepteur	n+m.acceptor
accepté	a.accepted@v.accepted@v.agreed
accessibilité	n+f.accessibility
accessibilité financière	n+f.affordability
accessible	a.accessible@a.accessed@a.approachable
accession	n+f.accession
accessoire	n+m.accessory@n+m.prop@a.incidental@a.ancillary
accessoires	n+m.accessories@n+m.fittings@n+m.props
accident	n+m.accident@n+m.crash@n+m.mishap
accident vasculaire	n+m.stroke
accidentel	a.accidental
accidentelle	a.accidental
accidentellement	ad.accidentally
accidents	n+m.accidents@n+m.crashes
accidents vasculaires cérébraux	n+m.strokes
accidenté	a.rugged
acclamant	v.cheering
acclamation	n+f.cheer@n+m.acclaim@n+f.cheering
acclame	v.hails
acclamer	v.cheer@v.acclaim
acclamé	v.acclaimed@a.acclaimed@v.cheered@a.lauded
accommodant	a.accommodating@v.accommodating
accommode	v.accommodates
accommoder	v.accommodate
accompagnant	v.accompanying
accompagnateurs	n+m.attendants
accompagne	v.accompanies
accompagnement	n+m.accompaniment
accompagnements	n+m.accompaniments
accompagner	v.usher@v.accompany
accompagné	v.accompanied@v.ushered
accompli	a.accomplished@v.accomplished@v.fulfilled@a.fulfilled
accomplir	v.accomplish@v.fulfil
accomplissant	v.fulfilling@v.accomplishing
accomplissement	n+m.achievement@n+m.accomplishment@n+m.fulfilment
accomplissements	n+m.achievements@n+m.accomplishments
accomplit	v.accomplishes
accord	n+m.agreement@n+m.deal@n+m.accord@n+m.chord@n+m.concurrence
accordable	a.tunable
accordant	v.tuning@v.granting
accorde	v.grants@v.tunes@v.accords
accorde une franchise	v.franchises
accorder	v.grant@v.tune@v.accord@v.bestow
accorder un sursis	v.reprieve
accorder une licence	v.license
accordeurs	n+m.tuners
accords	n+m.deals@n+m.agreements@n+m.chords@n+m.understandings@n+m.accords@n+m.oks
accordé	v.granted@a.granted@v.tuned@a.tuned@v.accorded@a.accorded@v.bestowed@v.attuned
accordéon	n+m.accordion
accouchant	v.birthing
accouchement	n+m.delivery@n+m.childbirth@n+m.confinement@n+m.birthing
accoudoir	n+m.armrest
accouplement	n+m.mating@n+m.coupling
accouplements	n+m.couplings
accoupler	v.mate
accouplé	v.mated
accoutrement	n+m.garb
accra	n+f.accra
accro	n+m.addict@n+f.addict@a.addicted@n+m.junkie
accroc	n+m.hitch@n+m.snag
accrochage	n+m.hooking
accrochant	v.hooking
accroche	v.hooks@v.hangs@n+f.tagline@v.hitches
accrocher	v.hook@v.hang@v.snag@v.snags
accroches	n+f.taglines
accrocheur	a.catching@a.grabbing@a.catchy
accrocheurs	n+m.hookers
accroché	v.hung@v.hooked@a.hooked@v.clung@a.hitched
accrocs	n+m.hitches@n+m.snags
accros	n+m.addicts@n+f.addicts@n+m.junkies
accroupi	a.crouching@v.crouched@a.crouched
accroupissant	v.crouching
accru	a.increased@a.heightened
accréditant	v.accrediting@v.credentialing
accréditation	n+f.accreditation@n+f.credentialing
accrédité	a.accredited@v.accredited@v.credentialed@a.credentialed
accrétion	n+f.accretion
accueil	n+m.welcome@n+m.reception
accueillant	v.welcoming@a.welcoming@a.homey
accueille	v.welcomes@v.accommodates@v.greets
accueilli	v.welcomed@v.fostered
accueillir	v.welcome@v.host@v.greet
acculer	v.corners
acculé	v.cornered
accumulant	v.accumulating@a.accruing
accumulateur	n+m.accumulator
accumulation	n+f.accumulation@n+f.accrual@n+f.buildup@n+f.hoarding
accumulations	n+f.accumulations
accumule	v.accumulates
accumuler	v.accumulate@v.accruing@v.hoarding
accumulé	v.accumulated@a.accumulated@v.accrued@a.accrued@a.amassed
accusant	v.blaming@v.accusing
accusant réception	v.acknowledging
accusateur	a.accusing@n+m.accuser
accusation	n+f.prosecution@n+f.accusation
accusations	n+f.accusations
accuse	v.accuses
accuser	v.accuse
accuser réception	v.acknowledge
accusé	v.accused@a.accused
accède	v.accesses
accès	n+m.access@n+m.bout@n+m.accesses@n+m.outburst@n+m.bouts
accès de colère	n+m.huff
accédant	v.accessing
accéder	v.access
accédé	v.accessed@v.ascended
accélère	v.speeds@v.accelerates
accélérant	v.accelerating@a.accelerating
accélérateur	n+m.accelerator
accélérateurs	n+m.accelerators
accélération	n+f.acceleration@n+f.accel@n+f.speedup@n+f.expediting
accélérer	v.speed@v.accelerate@v.throttle@v.quicken@v.expedite@v.expediting
accéléromètre	n+m.accelerometer
accéléré	v.accelerated@a.accelerated@v.expedited@a.expedited@v.sped@a.hastened
ace	n+m.ace
achalandage	n+m.ridership
achat	n+m.buy@n+m.purchase@n+m.buying@n+m.purchasing
achats	n+m.purchases
acheminant	v.routing
achemine	v.pipes
acheminement	n+m.routing@n+m.forwarding
acheminé	v.routed@a.routed
achetant	v.buying@v.purchasing
acheter	v.buy@v.purchase
acheteur	n+m.buyer@n+m.shopper@n+m.purchaser
acheteurs	n+m.buyers@n+m.shoppers@n+m.purchasers
acheteuse	n+f.buyer@n+f.shopper@n+f.purchaser
acheteuses	n+f.buyers@n+f.shoppers@n+f.purchasers
acheté	v.bought@a.bought@v.purchased@a.purchased@v.shopped
achevant	v.completing
achevé	a.completed
achille	n+m.achilles
achillée	n+f.yarrow
achète	v.purchases@v.buys
achèvement	n+f.completion
achèvements	n+f.completions
acide	n+m.acid@a.acid@a.sour@a.tart@a.acidic
acides	n+m.acids
acidité	n+f.acidity
acidose	n+f.acidosis
acidulé	a.tangy
acier	n+m.steel
aciers	n+m.steels
acmé	n+m.acme
acné	n+f.acne
acolyte	n+m.sidekick
acolytes	n+m.stooges@n+m.cronies
acompte	n+m.retainer
acosta	n+m.acosta
acouphène	n+m.tinnitus
acoustique	a.acoustic@n+f.acoustic@n+f.acoustics@a.unplugged@a.acoustical
acquiert	v.acquires
acquiescé	v.nodded
acquis	v.acquired@a.acquired@a.vested
acquisition	n+f.acquisition@n+f.vesting
acquisitions	n+f.acquisitions@n+f.accessions
acquittement	n+m.acquittal
acquitté	v.acquitted@a.acquitted
acquérant	v.gaining@v.acquiring@v.vesting
acquéreur	n+m.acquirer
acquérir	v.acquire
acre	n+m.acre
acres	n+m.acres
acrobate	n+m.acrobat
acrobatique	a.acrobatic
acronyme	n+m.acronym
acronymes	n+m.acronyms
acropole	n+f.acropolis
acrylamide	n+m.acrylamide
acrylique	n+m.acrylic@a.acrylic
acryliques	n+m.acrylics
acte	n+m.act@n+m.deed
acte d'accusation	n+m.indictment
acte sexuel	n+m.lovemaking
actes	n+m.proceedings@n+m.acts@n+m.deeds
actes d'accusation	n+m.indictments
acteur	n+m.actor
acteurs	n+m.actors
actif	a.active@a+m.active@n+m.asset
actifs	n+m.assets@n+m.actives
actifs incorporels	n+m.intangibles
actine	n+f.actin
action	n+f.stock@n+f.action@n+f.share@n+f.deed@n+f.shr
action de grâce	n+f.thanksgiving
actionnaire	n+m.shareholder@n+f.shareholder@n+m.stockholder
actionnaires	n+m.shareholders@n+m.stockholders
actionnariat	n+f.shareholding
actionne	v.actions
actionnement	n+f.actuation
actionner	v.action@v.actuate
actionneur	n+m.actuator
actionneurs	n+m.actuators
actionné	v.actuated@a.actuated
actions	n+f.actions@n+f.shares@n+f.stocks@n+f.deeds@n+f.equities
activant	v.enabling@v.activating
activateur	n+m.activator
activateurs	n+m.activators
activation	n+f.activation@n+f.activating
active	a+f.active@v.enables@v.activates
activement	ad.actively@ad.busily
activer	v.enable@v.activate@v.quicken
activisme	n+m.activism
activiste	n+m.activist@n+f.activist
activistes	n+m.activists
activité	n+f.activity
activités	n+f.activities@n+f.pursuits
activités manuelles	n+f.crafts
activé	a.enabled@v.enabled@v.activated@a.activated
acton	n+m.acton
actrice	n+f.actress
actrices	n+f.actresses
actuaire	n+m.actuary
actuaires	n+m.actuaries
actualiser	v.reload@v.refresh
actualité	n+f.actuality
actuariel	a.actuarial
actuel	a.current@a+m.current
actuelle	a+f.current
actuellement	ad.currently@ad.presently
acuité	n+f.acuity
acupression	n+f.acupressure
acupuncture	n+f.acupuncture
acyclique	a.acyclic
acyclovir	n+m.acyclovir
acyle	n+m.acyl
acéré	a.sharpened
acétaminophène	n+m.acetaminophen
acétate	n+m.acetate
acétique	a.acetic
acétone	n+f.acetone
acétylcholine	n+f.acetylcholine
acétyle	n+m.acetyl
acétylène	n+m.acetylene
ada	n+f.ada
adage	n+m.adage
adagio	n+m.adagio@ad.adagio
adam	n+m.adam
adams	n+m.adams
adaptabilité	n+f.adaptability
adaptable	a.adaptable
adaptant	v.adapting@v.gearing@v.tailoring
adaptateur	n+m.adapter@n+m.adaptor
adaptateurs	n+m.adapters@n+m.adaptors
adaptatif	a.adaptive
adaptation	n+f.adaptation@n+f.coping@n+f.adapting
adaptations	n+f.adaptations
adapte	v.tailors@v.adapts
adapter	v.adapt@v.tailor
adapté	v.adapted@a.adapted@a.suited@v.tailored@v.accommodated
addenda	n+m.addenda
addendum	n+m.addendum
addictif	a.addictive@a.addicting
addiction	n+f.addiction
addictive	a.addictive
addison	n+m.addison
additif	n+m.additive@a.additive
additifs	n+m.additives
addition	n+f.addition
additionnant	v.summing
additionnel	a.additional
additionneur	n+m.adder
additionné	a.summed
additions	n+f.additions
adelaide	n+f.adelaide
aden	n+m.aden
adepte	n+m.follower
adeptes	n+m.followings
adhère	v.adheres
adhérant	v.adhering
adhérence	n+f.adhesion@n+f.adherence
adhérent	n+m.adherent@a.adherent
adhérents	n+m.adherents
adhérer	v.join@v.adhere@v.cling
adhéré	v.adhered
adhésif	a.adhesive@n+m.adhesive
adhésifs	n+m.adhesives
adhésion	n+f.membership@n+f.accession@n+f.adhesion
adhésions	n+f.memberships@n+f.accessions
adiabatique	a.adiabatic
adidas	n+m.adidas
adieu	n+m.farewell@int.farewell@n+m.adieu@int.adieu
adios	int.adios
adipeux	a.adipose
adirondack	a.adirondack@n+m.adirondack
adj	a.adj
adjacence	n+f.adjacency
adjacent	a.adjacent@a.adj@a.adjoining
adjectif	n+m.adjective
adjectifs	n+m.adjectives
adjoint	n+m.deputy@n+m.adjunct@a.adjunct@n+m.adjoint@a.adjoint
adjointe	n+f.adjunct
adjoints	n+m.deputies
adjudant	n+m.adjutant
adjugé	a.adjudicated
adjuvant	n+m.adjuvant@a.adjuvant
adkins	n+m.adkins
adler	n+m.adler
adm	n+m.adm
admet	v.admits
admettant	v.admitting
admettre	v.admit
admin	n+m.admin
administrant	v.administering
administrateur	n+m.admin@n+m.administrator@n+m.trustee
administrateur système	n+m.sysadmin@n+m.sysop
administrateurs	n+m.administrators@n+m.trustees@n+m.admins
administratif	a.administrative@a+m.administrative
administration	n+f.administration
administrations	n+f.administrations
administrative	a+f.administrative
administrativement	ad.administratively
administratrice	n+f.administrator
administratrices	n+f.admins
administre	v.administers
administrer	v.administer@v.ministering
administré	v.administered@a.administered
admirable	a.admirable
admirablement	ad.admirably
admirant	v.admiring
admirateur	n+m.fan@n+m.admirer
admirateurs	n+m.fans@n+m.admirers
admiratif	a.admiring
admiration	n+f.admiration
admirer	v.admire
admiré	v.admired@a.admired
admis	v.admitted@a.admitted
admissibilité	n+f.eligibility
admissible	a.eligible@a.allowable@a.admissible
admission	n+f.admission@n+f.intake@n+f.admittance
admissions	n+f.admissions@n+f.intakes
admonestation	n+f.admonition
admonesté	v.admonished@a.admonished
adobe	n+m.adobe
adolescence	n+f.adolescence
adolescent	n+m.teen@a.teen@a.teenage@n+m.adolescent@a.adolescent@n+m.teenager
adolescente	n+f.teen@n+f.teenager
adolescentes	n+f.teens@n+f.adolescents
adolescents	n+m.teens@n+m.teenagers@n+m.adolescents
adolf	n+m.adolf@n+m.adolph
adonis	n+m.adonis
adoptant	v.adopting@v.embracing@n+m.adopter
adoptants	n+m.adopters
adopte	v.adopts
adopte une posture	v.postures
adopter	v.adopt@v.embrace
adoptif	a.foster@a.adoptive
adoption	n+f.adoption@n+f.uptake
adoptions	n+f.adoptions
adopté	v.adopted@a.adopted@v.embraced@n+m.adoptee@a.espoused
adorable	a.lovely@a.adorable@a.lovable@a.endearing@a.loveable
adorant	v.worshipping
adorateurs	n+m.worshippers
adoration	n+f.adoration
adorer	v.love@v.worship@v.adore
adoré	v.worshipped@a.worshipped@v.adored@a.adored
adouci	v.softened@a.softened
adoucir	v.mellow@v.soften
adoucissant	v.softening@n+m.softener
adoucissement	n+m.softening
adoucit	v.softens
adressable	a.addressable
adresse	n+f.address@v.addresses
adresser	v.address
adresses	n+f.addresses@n+f.urls
adressé	v.addressed@a.addressed
adressé une pétition	v.petitioned
adrian	n+m.adrian
adriana	n+f.adriana
adriatique	a.adriatic@n+m.adriatic
adrienne	n+f.adrienne
adrénaline	n+f.adrenaline@n+f.adrenalin
adrénergique	a.adrenergic
adsorbé	v.adsorbed@a.adsorbed
adsorption	n+f.adsorption
adulte	n+m.adult@a.adult@a.grown
adultes	n+m.adults
adultère	n+m.adultery
advection	n+f.advection
adventiste	n+m.adventist@a.adventist
adverbe	n+m.adv@n+m.adverb
adverbes	n+m.adverbs
