the	art.—
blue	a+m.নীল@a+f.নীল@n+m.নীল রঙ
groups	n+m.দল@n+m.গ্রুপ
al	n+m.আল
easy	a+m.সহজ@a+f.সহজ
given	a+m.প্রদত্ত@a+f.প্রদত্ত@v.দেওয়া হয়েছে
files	n+m.ফাইল
event	n+m.ইভেন্ট@n+f.ঘটনা
release	n+m.মুক্তি@v.প্রকাশ করা@n+f.রিলিজ
analysis	n+f.বিশ্লেষণ
request	n+m.অনুরোধ@v.অনুরোধ করা
fax	n+m.ফ্যাক্স@v.ফ্যাক্স করা
china	n+f.চীন
making	v.তৈরি করছে@n+m.তৈরি
picture	n+f.ছবি@n+m.চিত্র
needs	n+f.প্রয়োজন@v.প্রয়োজন হয়
possible	a+m.সম্ভব@a+f.সম্ভব
might	v.পারে@n+f.শক্তি
professional	a+m.পেশাদার@a+f.পেশাদার@n+m.পেশাদার
yet	ad.এখনও@conj.তবুও
month	n+m.মাস
major	a+m.প্রধান@a+f.প্রধান@n+m.মেজর
star	n+m.তারা@n+f.নক্ষত্র
areas	n+f.এলাকা@n+m.অঞ্চল
future	n+m.ভবিষ্যৎ@a+m.ভবিষ্যত@a+f.ভবিষ্যত
space	n+m.স্থান@n+m.মহাকাশ@n+f.জায়গা
committee	n+f.কমিটি@n+f.সমিতি
hand	n+m.হাত@v.হস্তান্তর করা
sun	n+m.সূর্য
cards	n+m.কার্ড
problems	n+m.সমস্যা
london	n+m.লন্ডন
washington	n+m.ওয়াশিংটন
meeting	n+f.সভা@n+m.মিটিং
become	v.হওয়া@v.হয়ে উঠা
interest	n+m.আগ্রহ@n+m.সুদ@v.আগ্রহী করা
id	n+m.আইডি@n+f.পরিচয়
child	n+m.শিশু@n+m.সন্তান
keep	v.রাখা@v.বজায় রাখা
enter	v.প্রবেশ করা
california	n+f.ক্যালিফোর্নিয়া
porn	n+m.পর্ণ@n+f.অশ্লীলতা
share	n+m.শেয়ার@v.ভাগ করা@n+m.অংশ
similar	a+m.অনুরূপ@a+f.অনুরূপ@a.সমান
garden	n+m.বাগান
schools	n+m.স্কুল@n+f.বিদ্যালয়
million	n+m.মিলিয়ন@n+m.দশ লাখ
added	v.যোগ করা হয়েছে@a+m.সংযোজিত@a+f.সংযোজিত
reference	n+f.রেফারেন্স@n+m.সূত্র
companies	n+f.কোম্পানি
listed	a+m.তালিকাভুক্ত@a+f.তালিকাভুক্ত@v.তালিকাভুক্ত করা হয়েছে
baby	n+m.শিশু@n+f.বাচ্চা
learning	n+f.শিক্ষা@n+m.শেখা
energy	n+f.শক্তি@n+m.জ্বালানি
run	v.দৌড়ানো@v.চালানো@n+m.দৌড়
delivery	n+f.ডেলিভারি@n+f.বিতরণ
net	n+m.নেট@n+f.জাল
popular	a+m.জনপ্রিয়@a+f.জনপ্রিয়
term	n+m.পদ@n+f.মেয়াদ@n+m.শব্দ
film	n+m.চলচ্চিত্র@n+m.ফিল্ম
stories	n+f.গল্প@n+f.কাহিনী
put	v.রাখা@v.স্থাপন করা
computers	n+m.কম্পিউটার
journal	n+m.জার্নাল@n+f.পত্রিকা
reports	n+m.রিপোর্ট@n+f.প্রতিবেদন
co	n+m.কো@n+f.কোম্পানি
try	v.চেষ্টা করা
welcome	int.স্বাগতম@v.স্বাগত জানানো@a+m.স্বাগত@a+f.স্বাগত
central	a+m.কেন্দ্রীয়@a+f.কেন্দ্রীয়
images	n+f.ছবি@n+m.চিত্র
president	n+m.রাষ্ট্রপতি@n+m.সভাপতি
notice	n+m.বিজ্ঞপ্তি@v.লক্ষ্য করা
god	n+m.ঈশ্বর@n+m.ভগবান
original	a+m.মূল@a+f.মূল@a.আসল
head	n+m.মাথা@n+m.প্রধান@v.নেতৃত্ব দেওয়া
radio	n+m.রেডিও
until	prep.পর্যন্ত@conj.যতক্ষণ না
cell	n+m.কোষ@n+m.সেল
self	n+m.নিজ@pron.স্বয়ং
council	n+f.পরিষদ@n+m.কাউন্সিল
away	ad.দূরে@ad.বাইরে
includes	v.অন্তর্ভুক্ত
track	n+m.ট্র্যাক@n+f.পথ@v.অনুসরণ করা
australia	n+f.অস্ট্রেলিয়া
discussion	n+f.আলোচনা
archive	n+m.আর্কাইভ@n+f.সংরক্ষণাগার
once	ad.একবার@conj.একবার হলে
others	pron.অন্যরা@n+m.অন্যান্য
entertainment	n+m.বিনোদন
agreement	n+m.চুক্তি@n+f.সম্মতি
format	n+m.ফরম্যাট@v.ফরম্যাট করা
least	a.সবচেয়ে কম@ad.অন্তত
society	n+f.সমাজ@n+f.সংঘ
months	n+m.মাস
log	n+m.লগ@v.লগ করা@n+m.কাঠের গুঁড়ি
safety	n+f.নিরাপত্তা
friends	n+m.বন্ধু
sure	a+m.নিশ্চিত@a+f.নিশ্চিত@ad.অবশ্যই
trade	n+m.বাণিজ্য@v.ব্যবসা করা
edition	n+f.সংস্করণ
cars	n+f.গাড়ি
messages	n+m.বার্তা
marketing	n+m.মার্কেটিং@n+f.বিপণন
tell	v.বলা@v.জানানো
further	ad.আরও@a+m.অতিরিক্ত@a+f.অতিরিক্ত
updated	a+m.আপডেট করা@a+f.আপডেট করা@v.আপডেট করা হয়েছে
association	n+f.সমিতি@n+f.সংঘ
able	a+m.সক্ষম@a+f.সক্ষম
having	v.থাকা@v.আছে
provides	v.প্রদান করে
david	n+m.ডেভিড
fun	n+m.মজা@a+m.মজার@a+f.মজার
already	ad.ইতিমধ্যে
green	a+m.সবুজ@a+f.সবুজ@n+m.সবুজ রঙ
studies	n+f.অধ্যয়ন@v.অধ্যয়ন করে
close	v.বন্ধ করা@a+m.নিকট@a+f.নিকট@ad.কাছে
common	a+m.সাধারণ@a+f.সাধারণ@a.সাধারণ
drive	v.চালানো@n+m.ড্রাইভ@n+f.যাত্রা
specific	a+m.নির্দিষ্ট@a+f.নির্দিষ্ট
several	a.কয়েকটি@a.বেশ কিছু
gold	n+m.সোনা@a+m.সোনালি@a+f.সোনালি
feb	n+m.ফেব্রুয়ারি
living	n+f.জীবন@a+m.জীবিত@a+f.জীবিত
sep	n+m.সেপ্টেম্বর
collection	n+f.সংগ্রহ@n+m.সংকলন
called	v.ডাকা হয়েছে@a+m.তথাকথিত@a+f.তথাকথিত
short	a+m.ছোট@a+f.ছোট@a.সংক্ষিপ্ত
arts	n+f.শিল্প@n+f.কলা
lot	n+m.অনেক@n+m.লট@n+f.জমি
ask	v.জিজ্ঞাসা করা@v.চাওয়া
display	n+m.প্রদর্শনী@v.প্রদর্শন করা
limited	a+m.সীমিত@a+f.সীমিত
powered	a+m.চালিত@a+f.চালিত
solutions	n+f.সমাধান
means	n+m.উপায়@v.মানে
director	n+m.পরিচালক@n+f.পরিচালিকা
daily	a+m.দৈনিক@a+f.দৈনিক@ad.প্রতিদিন
beach	n+m.সমুদ্র সৈকত@n+m.বিচ
past	n+m.অতীত@a+m.অতীত@a+f.অতীত@prep.পরে
natural	a+m.প্রাকৃতিক@a+f.প্রাকৃতিক
whether	conj.কিনা@conj.যদি
due	a+m.প্রাপ্য@a+f.প্রাপ্য@prep.কারণে
electronics	n+f.ইলেকট্রনিক্স
five	n+m.পাঁচ@a.পাঁচটি
upon	prep.উপর@prep.উপরে
period	n+m.সময়কাল@n+f.মেয়াদ
planning	n+f.পরিকল্পনা
database	n+m.ডাটাবেস
says	v.বলে
official	a+m.সরকারি@a+f.সরকারি@n+m.কর্মকর্তা
weather	n+m.আবহাওয়া
mar	n+m.মার্চ@v.নষ্ট করা
land	n+f.ভূমি@n+m.জমি@v.অবতরণ করা
average	n+m.গড়@a+m.গড়@a+f.গড়
done	a+m.সম্পন্ন@a+f.সম্পন্ন@v.করা হয়েছে
technical	a+m.প্রযুক্তিগত@a+f.প্রযুক্তিগত
window	n+f.জানালা@n+m.উইন্ডো
france	n+f.ফ্রান্স
pro	n+m.প্রো@a+m.পেশাদার@a+f.পেশাদার
region	n+m.অঞ্চল@n+f.এলাকা
island	n+m.দ্বীপ
record	n+m.রেকর্ড@v.রেকর্ড করা@n+f.নথি
direct	a+m.সরাসরি@a+f.সরাসরি@v.পরিচালনা করা
microsoft	n+m.মাইক্রোসফট
conference	n+f.সম্মেলন@n+m.কনফারেন্স
environment	n+m.পরিবেশ
records	n+m.রেকর্ড@n+f.নথি
st	n+m.সেন্ট@n+f.রাস্তা
district	n+m.জেলা@n+m.ডিস্ট্রিক্ট
calendar	n+m.ক্যালেন্ডার@n+f.পঞ্জিকা
costs	n+m.খরচ@v.খরচ হয়
style	n+m.স্টাইল@n+f.শৈলী
front	n+m.সামনে@a+m.সামনের@a+f.সামনের
statement	n+m.বিবৃতি@n+f.বিবরণী
update	n+m.আপডেট@v.আপডেট করা
parts	n+m.অংশ@n+m.যন্ত্রাংশ
aug	n+m.আগস্ট
ever	ad.কখনো@ad.সবসময়
downloads	n+m.ডাউনলোড
early	a+m.প্রথম দিকের@a+f.প্রথম দিকের@ad.তাড়াতাড়ি
miles	n+m.মাইল
sound	n+m.শব্দ@v.শোনা@a+m.সুস্থ@a+f.সুস্থ
resource	n+m.সম্পদ@n+f.সংস্থান
present	a+m.বর্তমান@a+f.বর্তমান@n+m.উপহার@v.উপস্থাপন করা
applications	n+f.আবেদন@n+m.অ্যাপ্লিকেশন
either	conj.হয়@ad.কোনো একটি
ago	ad.আগে
document	n+m.নথি@n+m.দলিল
word	n+m.শব্দ
works	n+m.কাজ@v.কাজ করে
material	n+m.উপাদান@n+m.সামগ্রী@a+m.বস্তুগত@a+f.বস্তুগত
bill	n+m.বিল@n+m.বিলক
apr	n+m.এপ্রিল
written	a+m.লিখিত@a+f.লিখিত@v.লেখা হয়েছে
talk	v.কথা বলা@n+m.আলোচনা
federal	a+m.ফেডারেল@a+f.ফেডারেল@a.কেন্দ্রীয়
hosting	n+m.হোস্টিং
rules	n+m.নিয়ম@n+f.বিধি
final	a+m.চূড়ান্ত@a+f.চূড়ান্ত@n+m.ফাইনাল
adult	n+m.প্রাপ্তবয়স্ক@a+m.প্রাপ্তবয়স্ক@a+f.প্রাপ্তবয়স্ক
tickets	n+m.টিকিট
thing	n+m.জিনিস@n+f.বস্তু
centre	n+m.কেন্দ্র@n+m.সেন্টার
requirements	n+f.প্রয়োজনীয়তা@n+m.শর্ত
via	prep.মাধ্যমে@prep.দিয়ে
cheap	a+m.সস্তা@a+f.সস্তা
nude	a+m.নগ্ন@a+f.নগ্ন@n+m.নগ্নতা
kids	n+m.বাচ্চা@n+m.শিশু
finance	n+f.অর্থ@n+m.অর্থায়ন@v.অর্থায়ন করা
true	a+m.সত্য@a+f.সত্য@a.সঠিক
minutes	n+m.মিনিট@n+f.কার্যবিবরণী
else	ad.অন্যথায়@a.অন্য
mark	n+m.চিহ্ন@v.চিহ্নিত করা@n+m.মার্ক
third	a+m.তৃতীয়@a+f.তৃতীয়@n+m.তৃতীয়াংশ
rock	n+m.পাথর@n+m.রক
gifts	n+m.উপহার
europe	n+f.ইউরোপ
reading	n+f.পড়া@n+m.পাঠ
topics	n+m.বিষয়
bad	a+m.খারাপ@a+f.খারাপ
individual	n+m.ব্যক্তি@a+m.ব্যক্তিগত@a+f.ব্যক্তিগত
tips	n+m.টিপস@n+f.পরামর্শ
plus	prep.যোগ@conj.এবং@n+m.যোগচিহ্ন
auto	n+m.অটো@a+m.স্বয়ংক্রিয়@a+f.স্বয়ংক্রিয়
cover	n+m.আবরণ@v.ঢাকা@n+m.কভার
usually	ad.সাধারণত
edit	v.সম্পাদনা করা@n+f.সম্পাদনা
together	ad.একসাথে
videos	n+m.ভিডিও
percent	n+m.শতাংশ
fast	a+m.দ্রুত@a+f.দ্রুত@ad.দ্রুত
function	n+f.ফাংশন@n+f.কার্যকারিতা@v.কাজ করা
fact	n+m.তথ্য@n+m.সত্য
unit	n+m.ইউনিট@n+f.একক
getting	v.পাচ্ছে@v.পেতে
global	a+m.বিশ্বব্যাপী@a+f.বিশ্বব্যাপী@a.বৈশ্বিক
tech	n+f.প্রযুক্তি@n+m.টেক
meet	v.দেখা করা@n+f.সভা
far	ad.দূরে@a+m.দূর@a+f.দূর
economic	a+m.অর্থনৈতিক@a+f.অর্থনৈতিক
player	n+m.খেলোয়াড়@n+m.প্লেয়ার
projects	n+m.প্রকল্প
lyrics	n+f.গানের কথা
often	ad.প্রায়ই@ad.অনেক সময়
subscribe	v.সাবস্ক্রাইব করা@v.গ্রাহক হওয়া
submit	v.জমা দেওয়া@v.সাবমিট করা
germany	n+f.জার্মানি
amount	n+m.পরিমাণ@n+f.অর্থ
watch	v.দেখা@n+m.ঘড়ি@n+f.নজরদারি
included	a+m.অন্তর্ভুক্ত@a+f.অন্তর্ভুক্ত@v.অন্তর্ভুক্ত করা হয়েছে
feel	v.অনুভব করা@n+m.অনুভূতি
though	conj.যদিও@ad.তবুও
bank	n+m.ব্যাংক@n+m.তীর
risk	n+m.ঝুঁকি@v.ঝুঁকি নেওয়া
thanks	n+m.ধন্যবাদ@int.ধন্যবাদ
everything	pron.সবকিছু
deals	n+m.চুক্তি@v.মোকাবেলা করে
various	a+m.বিভিন্ন@a+f.বিভিন্ন
words	n+m.শব্দ
linux	n+m.লিনাক্স
jul	n+m.জুলাই
production	n+f.উৎপাদন@n+m.প্রোডাকশন
commercial	a+m.বাণিজ্যিক@a+f.বাণিজ্যিক@n+m.বিজ্ঞাপন
james	n+m.জেমস
weight	n+m.ওজন@n+f.গুরুত্ব
town	n+m.শহর@n+f.নগর
heart	n+m.হৃদয়@n+m.হার্ট
advertising	n+f.বিজ্ঞাপন
received	v.পেয়েছিল@a+m.প্রাপ্ত@a+f.প্রাপ্ত
choose	v.বেছে নেওয়া@v.নির্বাচন করা
