ABS	n+m.abs
pl.горы	n+f.mountains@n+f.fells
pl.горячие линии	n+f.hotlines
pl.горячие ссылки	n+f.hotlinks
pl.госпитализации	n+f.hospitalizations
pl.господа	n+m.lords@n+m.sirs
pl.гостевые книги	n+f.guestbooks
pl.гости	n+m.visitors@n+m.guests
pl.гостиницы	n+f.inns
pl.государственные деятели	n+m.statesmen
pl.готы	n+m.goths
pl.грабители	n+m.burglars
pl.грабли	n+m.rakes
pl.гравюры	n+f.prints@n+f.engravings@n+f.etchings
pl.гравёры	n+m.engravers
pl.градуировки	n+f.graduations
pl.градусы	n+m.degrees
pl.граждане	n+m.citizens@n+m.nationals
pl.граммы	n+m.grams
pl.гранды	n+m.grands
pl.грани	n+f.edges
pl.границы	n+f.boundaries@n+f.borders
pl.гранты	n+m.grants
pl.графики	n+m.schedules@n+m.graphs
pl.графины	n+m.decanters
pl.графства	n+n.counties
pl.грачи	n+m.rooks
pl.гребни	n+m.crests
pl.гребцы	n+m.rowers@n+m.paddlers
pl.грейхаунды	n+m.greyhounds
pl.гремлины	n+m.gremlins
pl.гремучие змеи	n+f.rattlers
pl.гритс	n+f.grits
pl.гробы	n+m.coffins@n+m.caskets
pl.гроссбухи	n+m.ledgers
pl.гроссы	n+m.grosses
pl.грубые ошибки	n+f.blunders
pl.груди	n+f.breasts
pl.грудные мышцы	n+f.pecs
pl.грузовики	n+m.trucks@n+m.lorries
pl.грузчики	n+m.movers
pl.грузы	n+n.goods@n+m.loads@n+m.shipments@n+f.consignments@n+m.cargoes
pl.грунтовые воды	n+f.groundwater
pl.группировки	n+f.cliques
pl.группы	n+f.bands@n+f.clusters@n+f.posses
pl.группы новостей	n+f.newsgroups
pl.губы	n+f.lips
pl.гудки	n+m.hoots
pl.гулы	n+m.rumbles
pl.гульдены	n+m.guilders
pl.гуманитарные науки	n+f.humanities
pl.гурты	n+m.droves
pl.гусеницы	n+f.caterpillars@n+m.crawlers
pl.да	n+n.yeahs
pl.даватели	n+m.givers
pl.давления	n+n.pressures
pl.далматинцы	n+m.dalmatians
pl.дамбы	n+f.dikes
pl.дамские сумки	n+f.handbags
pl.дамы	n+f.ladies@n+f.dames
pl.данные	n+n.givens
pl.дантисты	n+m.dentists
pl.дарители	n+m.givers
pl.датчики	n+m.sensors@n+m.detectors
pl.даты	n+f.dates
pl.дачи	n+f.cottages
pl.двери	n+f.doors
pl.дверные проёмы	n+m.doorways
pl.двигатели	n+m.engines@n+m.motors
pl.движения	n+f.moves@n+n.movements
pl.двойки	n+f.deuces@n+f.twos
pl.двойняшки	n+f.twins
pl.двойственные	a.duals
pl.дворы	n+m.yards@n+m.courtyards
pl.двусмысленности	n+f.ambiguities
pl.дебаты	n+f.debate
pl.дебеты	n+m.debits
pl.дебри	n+m.backwoods
pl.дебютантки	n+f.debs
pl.девианты	n+m.deviants@n+m.deviates
pl.девицы	n+f.maidens
pl.девушки	n+f.broads
pl.девчонки	n+f.chicks
pl.девы	n+f.maidens
pl.дегустации	n+f.tastings
pl.дезинфицирующие средства	n+m.disinfectants
pl.дезодоранты	n+m.deodorants
pl.действия	n+n.operations@n+n.actions@n+n.acts@n+n.doings
pl.декорации	n+m.decorations@n+f.backdrops
pl.декоры	n+m.decors
pl.дела	n+n.affairs@n+n.matters@n+f.errands@n+n.doings
pl.делегаты	n+m.delegates
pl.деликатесные магазины	n+m.delis
pl.деликатесы	n+m.delicatessens@n+m.delicatessen@n+m.delicacies
pl.дельты	n+f.deltas
pl.дельцы	n+m.wheelers
pl.демо-версии	n+f.demos
pl.демократы	n+m.democrats
pl.демонстрации	n+f.demos
pl.демпферы	n+m.dampers
pl.деньги	n+f.lolly
pl.депо	n+m.depots
pl.депозитарии	n+m.depositories
pl.депозиты	n+m.deposits
pl.депрессанты	n+m.depressants
pl.депрессии	n+f.depressions
pl.деревенщины	n+m.hillbillies
pl.деревни	n+f.villages
pl.деревообработчики	n+m.woodworkers
pl.деревья	n+n.trees
pl.деревянные духовые	n+m.woodwinds
pl.держатели	n+m.holders
pl.держатели карт	n+m.cardholders
pl.деривативы	n+m.derivatives
pl.дерматологи	n+m.dermatologists
pl.дерьмо	n+n.shits
pl.десятилетия	n+n.decades
pl.десятки	n+m.dozens
pl.десятые	n+f.tenths
pl.детали	n+f.specifics
pl.детекторы	n+m.detectors
pl.дети	n+m.babies@n+m.infants
pl.дети до подросткового возраста	n+m.preteens
pl.детишки	n+m.kiddies
pl.детки	n+f.babes
pl.детские коляски	n+f.prams
pl.детские сады	n+m.kindergartens
pl.дефекты	n+m.defects@n+m.blemishes
pl.дефисы	n+m.hyphens
pl.дефициты	n+m.shortfalls
pl.деформации	n+f.deformations@n+f.deformities
pl.децибелы	n+m.decibels
pl.деятели	n+m.doers
pl.джинглы	n+m.jingles
pl.джинсы	n+f.jean@n+f.jeans
pl.джипы	n+m.jeeps
pl.джокеры	n+m.jokers
pl.джоули	n+m.joules
pl.джунгли	n+m.jungle@n+m.jungles
pl.диаграммы	n+f.charts@n+f.graphs@n+f.diagrams
pl.диадемы	n+f.tiaras
pl.диапазоны	n+m.ranges
pl.диатомеи	n+f.diatoms
pl.диваны	n+m.couches
pl.дивиденды	n+m.dividends
pl.дивизии	n+f.divisions
pl.диезы	n+m.sharps
pl.диетологи	n+m.dietitians
pl.дизайнеры	n+m.designers
pl.дизайны	n+m.designs
pl.дизели	n+m.diesels
pl.дикари	n+m.savages
pl.дикие животные	n+f.wildlife
pl.дикие места	n+f.wilds
pl.диковинки	n+f.curiosities@n+f.curios
pl.дикторы	n+m.announcers
pl.дилеры	n+m.dealers
pl.диммеры	n+m.dimmers
pl.динамики	n+m.speakers
pl.династии	n+f.dynasties
pl.диоксины	n+m.dioxins
pl.диоцезы	n+f.dioceses
pl.директивы	n+f.guidelines
pl.директора	n+m.directors
pl.директораты	n+m.directorates
pl.директории	n+f.directories
pl.дирекции	n+f.directorates
pl.дискеты	n+m.floppies@n+f.diskettes
pl.диски	n+m.drives@n+m.discs@n+m.disks
pl.дискуссии	n+f.discussions
pl.дислокации	n+f.dislocations
pl.диспетчеры	n+m.dispatchers
pl.дисплеи	n+m.displays
pl.диссиденты	n+m.dissidents@n+m.dissenters
pl.дистилляторы	n+m.distillers
pl.дистрибутивы	n+m.distributions
pl.дистрибьюторы	n+m.distributors@n+m.stockists
pl.дисциплины	n+f.disciplines
pl.диуретики	n+n.diuretics
pl.диффузоры	n+m.diffusers
pl.диффы	n+m.diffs
pl.добавки	n+f.supplements@n+f.additions@n+f.admixtures
pl.добровольцы	n+m.volunteers
pl.доверенные лица	n+m.trustees
pl.доверия	n+n.trusts
pl.догадки	n+f.conjectures
pl.договоры	n+m.contracts@n+m.agreements
pl.договорённости	n+f.arrangements
pl.дозы	n+f.doses
pl.доки	n+m.docs
pl.доктора	n+m.doctors
pl.докторские степени	n+f.doctorates
pl.документы	n+m.documents@n+m.papers@n+m.docs
pl.должности	n+f.positions
pl.должностные лица	n+m.officials
pl.доли	n+f.shares@n+f.lobes
pl.долины	n+f.glens
pl.доллары	n+m.dollars@n+m.bucks
pl.дома	n+m.homes@n+m.houses@n+m.buildings
pl.домашние животные	n+n.pets
pl.домашняя птица	n+m.poultry
pl.домены	n+m.domains
pl.доминионы	n+m.dominions
pl.домовладельцы	n+m.homeowners@n+m.householders
pl.домохозяйки	n+f.housewives@n+f.homemakers
pl.домохозяйства	n+n.households
pl.донги	n+m.dongs
pl.донны	n+f.donnas
pl.доноры	n+m.donors
pl.доны	n+m.dons
pl.дополнения	n+n.extras@n+n.additions@n+n.addenda
pl.допросы	n+m.interrogations
pl.допущения	n+f.assumptions
pl.дороги	n+f.roads
pl.дорожки	n+f.tracks
pl.доски	n+f.boards@n+f.planks@n+f.whiteboards
pl.достижения	n+m.gains@n+m.advances@n+n.achievements
pl.достопримечательности	n+f.attractions@n+f.sights@n+f.curiosities
pl.досье	n+n.dossiers
pl.доходности	n+f.yields
pl.доходы	n+m.revenues@n+m.proceeds
pl.дочери	n+f.daughters
pl.дочерние компании	n+f.subsidiaries
pl.дразнилки	n+f.teasers@n+f.teases
pl.драйверы	n+m.drivers
pl.драконы	n+m.dragons
pl.драматурги	n+m.playwrights
pl.драпировки	n+f.draperies
pl.дрейфы	n+f.drifts
pl.дремоты	n+f.naps
pl.дрифтерные сети	n+f.drifters
pl.дроби	n+f.fractions
pl.дробилки	n+f.crushers
pl.дробовики	n+n.shotguns
pl.дрожжи	n+m.yeast@n+m.yeasts
pl.дрожь	n+f.tremors@n+f.shivers@n+m.jitters
pl.дроиды	n+m.droids
pl.дроны	n+m.drones
pl.дроссели	n+m.chokes
pl.дружки	n+m.cronies
pl.друзья	n+m.homies
pl.друиды	n+m.druids
pl.дуалы	n+m.duals
pl.дубинки	n+f.batons
pl.дублирования	n+m.dubs
pl.дубы	n+m.oaks
pl.дудочники	n+m.pipers
pl.дурные земли	n+f.badlands
pl.духи	n+m.perfume@n+m.spirits@n+m.sprites
pl.душеприказчики	n+m.executors
pl.души	n+m.showers@n+f.souls
pl.дымки	n+f.mists
pl.дымоходы	n+m.chimneys
pl.дыры	n+f.holes
pl.дыхания	n+m.breaths
pl.дыхательные пути	n+m.airways
pl.дюжины	n+f.dozens
pl.дюймы	n+m.inches
pl.дядья	n+m.uncles
pl.дёрн	n+m.sods
pl.евангелисты	n+m.evangelists
pl.евреи	n+m.jews
pl.евро	n+m.euros
pl.еда на вынос	n+f.takeaways
pl.единицы	n+f.units
pl.единороги	n+m.unicorns
pl.ежевика	n+f.blackberries
pl.ежегодники	n+m.yearbooks
pl.ежедневники	n+m.planners
pl.еженедельники	n+n.weeklies
pl.ели	n+f.firs
pl.еноты	n+m.raccoons
pl.епархии	n+f.dioceses
pl.еретики	n+m.heretics
pl.жабры	n+f.gills
pl.жабы	n+f.toads
pl.жала	n+f.stings
pl.жалобы	n+f.complaints@n+f.gripes
pl.жанры	n+m.genres
pl.жар	n+m.fevers
pl.жаркое	n+n.roasts
pl.жаровни	n+f.roasters
pl.желе	n+n.jellies
pl.желтки	n+m.yolks
pl.желудки	n+m.stomachs
pl.желудочки	n+m.ventricles
pl.женихи	n+m.grooms
pl.женские студенческие клубы	n+f.sororities
pl.женщины	n+f.females
pl.жеребята	n+m.foals
pl.жертвователи	n+m.donors
pl.жертвы	n+f.victims
pl.животные	n+n.animals
pl.живые картины	n+n.tableaux
pl.жизни	n+f.lives
pl.жильцы	n+m.tenants@n+m.occupiers
pl.жильё	n+n.accommodations
pl.жирафы	n+m.giraffes
pl.жители	n+m.residents@n+m.livers
pl.жители Запада	n+m.westerners
pl.житы	n+m.gites
pl.жмоты	n+m.stiffs
pl.жнецы	n+m.harvesters
pl.жуки	n+m.bugs
pl.жулики	n+m.cheats
pl.журналисты	n+m.journalists@n+m.reporters
pl.журналы	n+m.magazines@n+m.journals@n+m.logs
pl.жёлоба	n+m.chutes
pl.жёлтые	n+m.yellows
pl.жёлуди	n+m.acorns
pl.жёны	n+f.wives
pl.забастовки	n+f.strikes
pl.забеги	n+m.runs
pl.заблуждения	n+f.fallacies
pl.заболевания	n+n.diseases
pl.заботы	n+f.concerns@n+f.cares
pl.заветы	n+m.testaments
pl.завещания	n+n.bequests@n+n.testaments
pl.завитки	n+m.swirls
pl.завихрения	n+m.eddies
pl.заводи	n+n.backwaters
pl.заводчики	n+m.raisers
pl.заводы	n+m.plants
pl.завоевания	n+n.conquests
pl.завоеватели	n+m.conquerors
pl.завтра	n+n.tomorrows
pl.загвоздки	n+m.snags
pl.заглавные буквы	n+f.caps
pl.заговорщики	n+m.conspirators
pl.заговоры	n+m.conspiracies
pl.заголовки	n+m.headlines@n+m.headers
pl.загонщики	n+m.beaters
pl.загоны	n+m.pens
pl.заготовки	n+m.billets
pl.загрузки	n+f.loadings
pl.загрязнители	n+m.polluters
pl.загулы	n+m.benders
pl.задания	n+n.tasks@n+n.assignments
pl.задачи	n+f.objectives@n+f.challenges@n+f.tasks
pl.задвижки	n+f.valves
pl.задержания	n+n.detentions
pl.задержки	n+f.delays@n+f.latencies
pl.задние фонари	n+m.taillights
pl.задницы	n+f.butts@n+f.asses@n+f.bums
pl.зады	n+m.rumps@n+m.rears
pl.заземления	n+m.earths
pl.зазубрины	n+f.barbs
pl.зазывалы	n+m.touts
pl.заинтересованные стороны	n+m.stakeholders
pl.зайцы	n+m.hares
pl.заказы	n+m.commissions
pl.закладки	n+f.bookmarks
pl.заключения	n+n.conclusions
pl.заключённые	n+m.prisoners@n+m.convicts
pl.законопроекты	n+m.bills
pl.законы	n+m.laws@n+m.statutes
pl.закупки	n+f.procurements
pl.закуски	n+m.nibbles
pl.закусочные	n+f.eateries
pl.заливы	n+m.inlets
pl.залы	n+m.halls
pl.замечания	n+f.remarks
pl.заминки	n+f.hitches
pl.замки	n+m.locks@n+m.chateaux
pl.заносы	n+m.drifts
pl.занятия	n+m.classes@n+f.occupations
pl.запасы	n+m.provisions@n+m.stocks@n+m.reserves@n+m.stockpiles
pl.записи	n+f.entries@n+f.recordings@n+f.writings
pl.записывающие устройства	n+f.recorders
pl.заплаты	n+f.patches
pl.заплывы	n+m.swims
pl.заповедники	n+m.sanctuaries
pl.запросы	n+m.requests@n+m.queries@n+m.inquiries@n+m.enquiries
pl.запуски	n+m.launches
pl.заработки	n+m.earnings
pl.заработная плата	n+f.wages
pl.заражения	n+f.infestations
pl.зародыши	n+m.fetuses
pl.зарплаты	n+f.salaries@n+f.paychecks
pl.зарубки	n+f.notches
pl.зарядные устройства	n+m.chargers
pl.заседания	n+n.sessions@n+n.sittings
pl.заслонки	n+f.dampers
pl.заставки	n+f.screensavers
pl.застройщики	n+m.developers
pl.застёжки	n+m.zippers
pl.засухи	n+f.droughts
pl.затемнения	n+f.blackouts
pl.затмения	n+m.eclipses
pl.затраты	n+f.expenses@n+f.expense@n+n.expenditure@n+f.expenditures
pl.затяжки	n+m.puffs
pl.захватчики	n+m.captors
pl.захваты	n+m.takeovers
pl.захолустье	n+f.boondocks
pl.зацепки	n+f.leads
pl.зачисления	n+f.enrolments
pl.зачистки	n+f.cleanups
pl.защитники	n+m.advocates
pl.защитники природы	n+m.conservationists
pl.заявители	n+m.applicants@n+m.complainants
pl.заявки	n+f.submissions@n+f.requisitions
pl.заявления	n+n.statements@n+n.pronouncements
pl.звания	n+m.ranks
pl.звонки	n+m.calls@n+m.bells
pl.звуки	n+m.sounds
pl.звуковые ландшафты	n+m.soundscapes
pl.звуковые фильмы	n+m.talkies
pl.звёздочки	n+f.asterisks@n+f.sprockets
pl.звёзды	n+f.stars
pl.здания	n+n.buildings
pl.здания суда	n+m.courthouses
pl.зебры	n+f.zebras
pl.зелень	n+f.greens
pl.зелёные	n+m.greens
pl.землекопы	n+m.diggers
pl.землетрясения	n+n.quakes
pl.земли	n+f.lands@n+f.earths
pl.земляные работы	n+m.earthworks
pl.зеркала	n+n.mirrors
pl.зефиры	n+m.marshmallows
pl.зилоты	n+m.zealots
pl.златокузнецы	n+m.goldsmiths
pl.злодеи	n+m.fiends
pl.злокачественные опухоли	n+f.malignancies
pl.злоключения	n+n.misadventures
pl.змеи	n+f.serpents
pl.змии	n+m.serpents
pl.знаки	n+m.signs@n+m.marks
pl.знаки внимания	n+n.attentions
pl.знаменитости	n+f.celebrities@n+m.celebs@n+m.notables@n+m.luminaries
pl.знамёна	n+n.banners
pl.знатоки	n+m.connoisseurs
pl.значения	n+f.values
pl.золотые медали	n+n.golds
pl.золотые прииски	n+n.goldfields
pl.золотые цвета	n+m.golds
pl.зондирования	n+m.soundings
pl.зоны	n+f.zones
pl.зрачки	n+m.pupils
pl.зрители	n+m.viewers@n+m.onlookers
pl.зубила	n+m.chisels
pl.зубные протезы	n+m.dentures
pl.зубные щётки	n+f.toothbrushes
pl.зубцы	n+m.cogs
pl.зубы	n+m.teeth
pl.зумы	n+m.zooms
pl.зяблики	n+m.finches
pl.иглы	n+f.quills
pl.игроки	n+m.punters
pl.игроки в крикет	n+m.cricketers
pl.игрушки	n+f.playthings
pl.идеи	n+f.ideas@n+n.insights
pl.идентификаторы	n+m.ids
pl.идентификации	n+f.identifications
pl.иды	n+f.ides
pl.иезуиты	n+m.jesuits
pl.иждивенцы	n+m.dependants
pl.избиения	n+f.beatings
pl.избиратели	n+m.voters
pl.избранное	n+m.favourites
pl.избыточности	n+f.redundancies
pl.известь	n+f.limes
pl.извещения	n+m.advices
pl.извлечения	n+f.extractions
pl.извозчики	n+m.carters
pl.извращенцы	n+m.perverts
pl.изгибы	n+m.curves@n+m.windings
pl.изгои	n+m.outcasts
pl.изголовья	n+f.headboards
pl.издания	n+n.publications@n+n.editions
pl.издатели	n+m.publishers
pl.издательства	n+n.publishers
pl.изделия	n+f.ware
pl.излишества	n+m.excesses
pl.излишки	n+m.surpluses
pl.излучатели	n+m.emitters
pl.изменения	n+f.variations@n+f.modifications
