ABA	n.aba
Clifford	n.clifford
Clifton	n.clifton
Cline	n.cline
Clint	n.clint
Clinton	n+m.clinton
Clio	n.clio
Clive	n.clive
Clough	n.clough
Clwyd	n.clwyd
Clyde	n.clyde
Cláudia	n.claudia
Cláudio	n.claudio@n.claudius
Clóvis	n.clovis
Coates	n.coates
Cobain	n.cobain
Cobb	n.cobb
Cobham	n.cobham
Cobra	n.cobra
Coburgo	n.coburg
Cochin	n.cochin
Cochise	n.cochise
Coco	n.coco
Cocos	n.cocos
Cocteau	n.cocteau
Cody	n.cody
Coffey	n.coffey
Cohen	n.cohen
Coimbatore	n.coimbatore
Coimbra	n.coimbra
Cola	n.cola
Colbert	n.colbert
Cole	n.cole
Coleman	n.coleman
Coleraine	n.coleraine
Coleridge	n.coleridge
Coles	n.coles
Colette	n.colette
Colfax	n.colfax
Colgate	n.colgate
Colin	n.colin
Collin	n.collin
Collins	n+m.collins
Colombo	n+f.columbus
Colorado	n+m.colorado
Colossenses	n.colossians
Colt	n.colt
Coltrane	n.coltrane
Columba	n.columba
Columbine	n.columbine
Colômbia	n.colombia
Colônia	n.cologne
Colúmbia	n+f.columbia
Commodore	n.commodore
Como	n.como
Comores	n.comoros
Compaq	n+f.compaq
CompuServe	n.compuserve
Comte	n.comte
Concord	n.concord
Concorde	n.concorde
Coney	n.coney
Confúcio	n.confucius
Congo	n.congo
Conley	n.conley
Conn	n.conn
Connacht	n.connaught
Connecticut	n+m.connecticut
Conner	n.conner
Connery	n.connery
Connie	n.connie
Connors	n.connors
Conrad	n.conrad
Constance	n.constance
Constantia	n.constantia
Constantinopla	n.constantinople
Conte	n.conte
Contra	n.contra
Contreras	n.contreras
Converse	n.converse
Conway	n.conway
Cooley	n.cooley
Coolidge	n.coolidge
Cooper	n+m.cooper
Coopers	n.coopers
Cooperstown	n.cooperstown
Coors	n.coors
Copacabana	n.copacabana
Copenhague	n.copenhagen
Copland	n.copland
Copley	n.copley
Copperfield	n.copperfield
Coppola	n.coppola
Copérnico	n.copernicus
Cora	n.cora
Corby	n.corby
Cordélia	n.cordelia
Coreia	n+f.korea
Corelli	n.corelli
Corey	n.corey
Corfu	n.corfu
Corinne	n.corinne
Corinthians	n.corinthians
Corinto	n.corinth
Cork	n.cork
Corky	n.corky
Cornell	n.cornell
Cornwall	n.cornwall
Cornélia	n.cornelia
Corona	n.corona
Coronado	n.coronado
Corrie	n.corrie
Cortland	n.cortland
Cortés	n.cortes
Corvallis	n.corvallis
Corvette	n+m.corvette
Cory	n.cory
Corão	n+m.koran
Cosby	n.cosby
Costa	n+f.costa
Costco	n.costco
Costello	n.costello
Costner	n.costner
Cotswold	n.cotswold
Cotswolds	n.cotswolds
Cotter	n.cotter
Coulomb	n.coulomb
Courtney	n.courtney
Cousteau	n.cousteau
Coventry	n.coventry
Cowell	n.cowell
Cowes	n.cowes
Cowley	n.cowley
Cox	n.cox
Cracóvia	n.krakow@n.cracow
Craig	n+m.craig
Craigavon	n.craigavon
Crane	n.crane
Craven	n.craven
Crawford	n.crawford
Cray	n.cray
Crayola	n.crayola
Cree	n.cree
Creighton	n.creighton
Crenshaw	n.crenshaw
Creta	n.crete
Crichton	n.crichton
Crick	n.crick
Crimeia	n.crimea
Crispim	n.crispin
Cristina	n.cristina
Cristo	n+m.christ
Cristóvão	n+m.christopher
Croce	n.croce
Crockett	n.crockett
Crompton	n.crompton
Cromwell	n.cromwell
Cronin	n.cronin
Cronos	n.kronos
Crosby	n.crosby
Crouse	n.crouse
Croácia	n.croatia@n.hrvatska
Cruces	n.cruces
Crump	n.crump
Crusoé	n.crusoe
Cruz	n.cruz
Cthulhu	n.cthulhu
Cuba	n+f.cuba
Cuenca	n.cuenca
Cuisinart	n.cuisinart
Culbertson	n.culbertson
Cumberland	n.cumberland
Cumbria	n.cumbria
Cumming	n.cumming
Cummings	n.cummings
Cunard	n.cunard
Cunningham	n.cunningham
Cupido	n.cupid
Curaçao	n.curacao
Curdistão	n.kurdistan
Curie	n.curie
Curitiba	n.curitiba
Currier	n.currier
Curry	n.curry
Curtin	n.curtin
Curtis	n.curtis
Curtiss	n.curtiss
Curzon	n.curzon
Cusco	n.cusco@n.cuzco
Cushing	n.cushing
Custer	n.custer
Cuthbert	n.cuthbert
Cutler	n.cutler
Cygnus	n.cygnus
Cynthia	n.cynthia
Cádiz	n.cadiz
Cárdenas	n.cardenas
Cáspio	n.caspian
Cássio	n.cassius
Cáucaso	n.caucasus
Cândida	n.candida
Célia	n.celia
Cérbero	n.cerberus
César	n.caesar@n.cesar
Cézanne	n.cezanne
Cícero	n.cicero
Cíclades	n.cyclades
Córdoba	n.cordoba
Córsega	n.corsica@n.corse
Côte	n.cote
DAT	n.dat
DAW	n+m.daw
DDS	n+m.dds
DJ	n+m.deejay@n+f.deejay
DOE	n+f.doe
DOM	n+m.dom
DOS	n+m.dos
DPI	n.dpi
DST	n.std
DTS	n.dts
DVRs	n+m+pl.dvrs
Daca	n.dhaka
Dagenham	n.dagenham
Daimler	n.daimler
Daisy	n.daisy
Dakar	n.dakar
Dakota	n+f.dakota
Dalai	n.dalai
Dale	n.dale
Daley	n.daley
Dalhousie	n.dalhousie
Dalian	n.dalian
Dalila	n.delilah
Dallas	n+f.dallas
Dalton	n.dalton
Daman	n.daman
Damian	n.damian
Damon	n.damon
Dan	n+m.dan
Dana	n.dana
Dane	n.dane
Daniel	n+m.daniel
Danielle	n.danielle
Daniels	n.daniels
Danny	n.danny
Danzig	n.danzig
Danúbio	n.danube
Darby	n.darby
Darcy	n.darcy
Darien	n.darien
Darin	n.darin
Dario	n.darius@n.dario
Darjeeling	n.darjeeling
Darla	n.darla
Darlene	n.darlene
Darmstadt	n.darmstadt
Darnell	n.darnell
Darrel	n.darrel
Darren	n.darren
Darrin	n.darrin
Darrow	n.darrow
Darryl	n.darryl
Dartmoor	n.dartmoor
Dartmouth	n.dartmouth
Darwin	n.darwin
Daugherty	n.daugherty
Davao	n.davao
Dave	n+m.dave
Davenport	n.davenport
David	n+m.david
Davids	n.davids
Davidson	n.davidson
Davies	n.davies
Davis	n+m.davis
Davy	n.davy
Dawes	n.dawes
Dawkins	n.dawkins
Dawson	n.dawson
Dayton	n.dayton
DeLorme	n.delorme
DeWitt	n.dewitt
Deakin	n.deakin
Dean	n+m.dean
Deane	n.deane
Deanna	n.deanna
Deb	n.deb
Debbie	n.debbie
Debby	n.debby
Debian	n+m.debian
Deborah	n.deborah
Debra	n.debra
Debs	n.debs
Debussy	n.debussy
Decatur	n.decatur
Decca	n.decca
Decker	n.decker
Decã	n.deccan
Dee	n.dee
Deere	n.deere
Defoe	n.defoe
Degas	n.degas
Deirdre	n.deirdre
Dekker	n.dekker
Delaney	n.delaney
Delano	n.delano
Delaware	n+m.delaware
Delbert	n.delbert
Delft	n.delft
Delgado	n.delgado
Delhi	n.delhi
Dell	n+f.dell
Della	n.della
Delmar	n.delmar
Delores	n.delores
Delos	n.delos
Delphi	n.delphi
Deming	n.deming
Dempsey	n.dempsey
Dempster	n.dempster
Deméter	n.demeter
Demétrio	n.demetrius
Dena	n.dena
Denali	n.denali
Denbighshire	n.denbighshire
Deng	n.deng
Denis	n.denis
Denise	n.denise
Dennis	n+m.dennis
Denton	n.denton
Denver	n+f.denver
Derby	n.derby
Derbyshire	n.derbyshire
Derek	n.derek
Derick	n.derick
Dermot	n.dermot
Derrida	n.derrida
Derwent	n.derwent
Descartes	n.descartes
Desiree	n.desiree
Desmond	n.desmond
Detroit	n+f.detroit
Deus	int.gawd
Deuteronômio	n+m.deut
Devereux	n.devereux
Devi	n.devi
Devin	n.devin
Devon	n.devon
Devonshire	n.devonshire
Dewar	n.dewar
Dewey	n.dewey
Dexter	n.dexter
Dey	n.dey
DiCaprio	n.dicaprio
DiMaggio	n.dimaggio
Dia de Ação de Graças	n+m.thanksgiving
Dia dos Namorados	n+m.valentines
Diamondbacks	n.diamondbacks
Dian	n.dian
Diana	n.diana
Diane	n.diane
Dianna	n.dianna
Dias	n.dias
Dick	n+m.dick
Dickerson	n.dickerson
Dickey	n.dickey
Dickies	n.dickies
Dickinson	n.dickinson
Dido	n.dido
Diego	n+m.diego
Dieter	n.dieter
Dietrich	n.dietrich
Dijkstra	n.dijkstra
Dijon	n.dijon
Dilbert	n.dilbert
Dillard	n.dillard
Dillinger	n.dillinger
Dillon	n.dillon
Dina	n.dina
Dinah	n.dinah
Dinamarca	n+f.denmark
Dion	n.dion
Dionne	n.dionne
Dionísio	n.dionysus
Dior	n.dior
Dirac	n.dirac
Dirichlet	n.dirichlet
Dirk	n.dirk
Discord	n.discord
Disney	n+f.disney
Disneylândia	n.disneyland
Diwali	n+m.diwali
Dix	n.dix
Dixie	n.dixie
Dixieland	n.dixieland
Dixon	n.dixon
Djibuti	n.djibouti
Dmitri	n.dmitri
Doctorow	n.doctorow
Dodge	n+m.dodge
Dodgers	n.dodgers
Dodson	n.dodson
Doha	n.doha
Dolby	n.dolby
Dolce	n.dolce
Dole	n.dole
Dolly	n.dolly
Dolores	n.dolores
Dominguez	n.dominguez
Dominica	n.dominica
Dominick	n.dominick
Don	n+m.don
Dona	n.dona
Donahue	n.donahue
Donal	n.donal
Donald	n+m.donald
Donegal	n.donegal
Donn	n.donn
Donna	n.donna
Donne	n.donne
Donnell	n.donnell
Donner	n.donner
Donnie	n.donnie
Donny	n.donny
Donovan	n.donovan
Dooley	n.dooley
Doolittle	n.doolittle
Doppler	n.doppler
Dora	n.dora
Dordonha	n.dordogne
Dordrecht	n.dordrecht
Doreen	n.doreen
Dorian	n.dorian
Doris	n.doris
Dorking	n.dorking
Dorothy	n.dorothy
Dorotéia	n.dorothea
Dorset	n.dorset
Dorsey	n.dorsey
Dortmund	n.dortmund
Doré	n.dore
Dostoiévski	n.dostoevsky
Dotson	n.dotson
Dottie	n.dottie
Douay	n.douay
Doubleday	n.doubleday
Doug	n.doug
Doughty	n.doughty
Douglas	n+m.douglas
Douglass	n.douglass
Dover	n.dover
Dow	n.dow
Dowland	n.dowland
Downs	n.downs
Doyle	n.doyle
Draco	n.draco
Drake	n.drake
Drakensberg	n.drakensberg
Draper	n.draper
Drayton	n.drayton
Dresden	n.dresden
Drew	n.drew
Dreyfus	n.dreyfus
Dryden	n.dryden
DuPont	n.dupont
Dubai	n.dubai
Dublin	n+f.dublin
Dubois	n.dubois
Dubrovnik	n.dubrovnik
Dubuque	n.dubuque
Duchamp	n.duchamp
Dudley	n.dudley
Duff	n.duff
Duisburg	n.duisburg
Dulles	n.dulles
Duluth	n.duluth
Dumas	n.dumas
Dumbarton	n.dumbarton
Dumbledore	n.dumbledore
Dumbo	n.dumbo
Dumfries	n.dumfries
Dunbar	n.dunbar
Duncan	n.duncan
Dundalk	n.dundalk
Dundee	n.dundee
Dunfermline	n.dunfermline
Dungannon	n.dungannon
Dunlap	n.dunlap
Dunn	n.dunn
Dunne	n.dunne
Dunning	n.dunning
Dunquerque	n.dunkirk
Dunstable	n.dunstable
Dunstan	n.dunstan
Duracell	n.duracell
Durant	n.durant
Durante	n.durante
Durban	n.durban
Durex	n.durex
Durham	n.durham
Durst	n.durst
Dvorak	n.dvorak
Dwayne	n.dwayne
Dwight	n.dwight
Dyfed	n.dyfed
Dylan	n.dylan
Dácia	n.dacia
Dédalo	n.daedalus
Délia	n.delia
Düsseldorf	n.dusseldorf
EFF	n+f.eff
EOS	n.eos
ESP	n.esp
ETA	n+f.eta
EULA	n+f.eula
Ealing	n.ealing
Earhart	n.earhart
Earl	n.earl
Earle	n.earle
Earp	n.earp
Eastbourne	n.eastbourne
Eaton	n.eaton
Eben	n.eben
Ebert	n.ebert
Ebola	n.ebola
Eccles	n.eccles
Eck	n.eck
Eckhart	n.eckhart
Eclesiastes	n.ecclesiastes
Edda	n.edda
Eddie	n.eddie
Eddy	n.eddy
Ede	n.ede
Edgar	n.edgar
Edimburgo	n+f.edinburgh
Edison	n.edison
Edith	n.edith
Edmonton	n.edmonton
Edmundo	n.edmund
Edo	n.edo
Edom	n.edom
Edsel	n.edsel
Edson	n.edson
Eduardo	n+m.edward
Edwards	n.edwards
Edwin	n.edwin
Eeyore	n.eeyore
Effie	n.effie
Efraim	n.ephraim
Efésios	n.eph
Egeu	n.aegean
Eggers	n.eggers
Egito	n+m.egypt
Egmont	n.egmont
Ehrlich	n.ehrlich
Eide	n.eide
Eidos	n.eidos
Eileen	n.eileen
Eindhoven	n.eindhoven
Einstein	n.einstein
Eire	n.eire
Eisner	n.eisner
Elaine	n.elaine
Elba	n.elba@n.elbe
Elbert	n.elbert
Eldon	n.eldon
Eleanor	n.eleanor
Electra	n.electra
Elgar	n.elgar
Eli	n.eli
Elia	n.elia
Elinor	n.elinor
Eliot	n.eliot
Elise	n.elise
Eliseu	n.elisha
Eliz	n.eliz
Eliza	n.eliza
Elizabeth	n+f.elizabeth
Ella	n.ella
Ellen	n.ellen
Ellesmere	n.ellesmere
Ellie	n.ellie
Elliot	n.elliot
Elliott	n.elliott
Ellis	n.ellis
Ellsworth	n.ellsworth
Ellyn	n.ellyn
Elma	n.elma
Eloise	n.eloise
Eloy	n.eloy
Els	n.els
Elsa	n.elsa
Elsie	n.elsie
Elsinore	n.elsinore
Elton	n.elton
Elvin	n.elvin
Elvira	n.elvira
Elvis	n.elvis
Elwood	n.elwood
Elão	n.elam
Elísio	n+m.elysium
Emacs	n.emacs
Emanuel	n.emanuel@n.immanuel
Emerson	n.emerson
Emil	n.emil
Emilie	n.emilie
Emily	n.emily
Eminem	n.eminem
Emma	n.emma
Emmet	n.emmet
Emmett	n.emmett
Emmy	n.emmy
Emília	n.emilia
Emílio	n.emilio
Encarta	n.encarta
Endicott	n.endicott
Enescu	n.enesco
Engels	n.engels
Enid	n.enid
Ennis	n.ennis
Enniskillen	n.enniskillen
Enoque	n.enoch
Enos	n.enos
Enrico	n.enrico
Enron	n.enron
Epcot	n.epcot
Epsom	n.epsom
Epson	n+f.epson
Equador	n.ecuador
Erasmo	n.erasmus
Erevan	n.yerevan
Erfurt	n.erfurt
Eric	n+m.eric
Erich	n.erich
Erick	n.erick
Ericson	n.ericson
Ericsson	n+f.ericsson
Erie	n.erie
Erik	n.erik
Erin	n.erin
Eritreia	n.eritrea
Erma	n.erma
Ernest	n.ernest
Ernesto	n.ernesto
Ernie	n.ernie
Ernst	n.ernst
Errol	n.errol
Erskine	n.erskine
Ervin	n.ervin
Esaú	n.esau
Escalade	n.escalade
Escher	n.escher
Escherichia	n+f.escherichia
Escócia	n+f.scotland
Escópia	n.skopje
Eslováquia	n.slovakia
Eslovênia	n.slovenia
Esmeralda	n.esmeralda
Esmirna	n.smyrna@n.izmir
Esopo	n.aesop
Espanha	n+f.spain
Esparta	n.sparta
Esperance	n.esperance
Esperanza	n.esperanza
Espoo	n.espoo
Espártaco	n.spartacus
Essen	n.essen
Essex	n.essex
Este	n.este
Esteban	n.esteban
Estela	n.estella
Estelle	n.estelle
Ester	n.esther
Estes	n.estes
Estige	n.styx
Estocolmo	n.stockholm
Estrada	n.estrada
Estônia	n.estonia
Ethan	n.ethan
Ethernet	n+f.ethernet
Etiópia	n.ethiopia
Etna	n.etna
Etobicoke	n.etobicoke
Eton	n.eton
Etta	n.etta
Euclides	n.euclid
Eufrates	n.euphrates
Eugene	n.eugene
Eugênia	n.eugenia
Eugênio	n.eugenio
Eula	n.eula
Euler	n.euler
Eunice	n.eunice
Europa	n+f.europe@n.europa
Eurythmics	n.eurythmics
Eurásia	n.eurasia
Eurípides	n.euripides
Eva	n+f.eve@n.eva
Evan	n.evan
Evanescence	n.evanescence
Evangelina	n.evangeline
Evans	n.evans
Evelyn	n.evelyn
Everett	n.everett
Everglades	n.everglades
Evert	n.evert
Evesham	n.evesham
Evian	n.evian
Evita	n.evita
Evite	n.evite
Excalibur	n.excalibur
Excel	n+m.excel
Exeter	n.exeter
Exxon	n.exxon
Eyre	n.eyre
Ezequias	n.hezekiah
Ezra	n.ezra
FEC	n.fec
FICO	n.fico
FPS	n+m.fps
FTP	n+m.ftp
Fab	n.fab
Fabergé	n.faberge
Fabiano	n.fabian
Fairbanks	n.fairbanks
Fairfax	n.fairfax
Fairfield	n.fairfield
Faisal	n.faisal
Falconer	n.falconer
Falkirk	n.falkirk
Falkland	n.falkland
Falstaff	n.falstaff
Falwell	n.falwell
Fanning	n.fanning
Faraday	n.faraday
Fargo	n.fargo
Faridabad	n.faridabad
Farley	n.farley
Faro	n.faro
Faroé	n.faroe@n.faeroe
Farrell	n.farrell
Farrow	n.farrow
Fatah	n.fatah
Fauré	n.faure
Fausto	n.faust
Fawkes	n.fawkes
Faye	n.faye
Fayetteville	n.fayetteville
FedEx	n.fedex
Federico	n.federico
Felice	n.felice
Felicity	n.felicity
Felipe	n.felipe
Fellini	n.fellini
Felícia	n.felicia
Fender	n.fender
Fer	n.fer
Fergus	n.fergus
Ferguson	n.ferguson
Fermanagh	n.fermanagh
Fermi	n.fermi
Fernando	n.fernando@n.ferdinand
Ferrara	n.ferrara
Ferrari	n.ferrari
Ferrell	n.ferrell
Feynman	n.feynman
Fianna	n.fianna
Fiat	n.fiat
Fibonacci	n.fibonacci
Fidel	n.fidel
Fido	n.fido
Fiedler	n.fiedler
Fife	n.fife
Figueroa	n.figueroa
Fiji	n.fiji
Fila	n.fila
Filadélfia	n+f.philadelphia
Filemom	n.philemon
Filipa	n.philippa
Filipe	n+m.philip
Filipenses	n.philippians
Filipinas	n+f.philippines
Fillmore	n.fillmore
Finley	n.finley
Finlândia	n+f.finland
Finn	n.finn
Finnegan	n.finnegan
Finney	n.finney
Fiona	n.fiona
Firefox	n+m.firefox
Firestone	n.firestone
Firth	n.firth
Fischer	n.fischer
Fisher	n.fisher
Fisk	n.fisk
Fitzgerald	n.fitzgerald
Fitzpatrick	n.fitzpatrick
Fitzroy	n.fitzroy
Flanagan	n.flanagan
Flandres	n.flanders
Fleischer	n.fleischer
Fleming	n.fleming
Fletcher	n.fletcher
Fleury	n.fleury
Flinders	n.flinders
Flint	n.flint
Flintshire	n.flintshire
Flintstones	n.flintstones
Flite	n.flite
Flo	n.flo
Flor	n.flor
Flora	n.flora
Florença	n.florence@n.firenze
Flores	n.flores
Florsheim	n.florsheim
Floyd	n.floyd
Flynn	n.flynn
Flórida	n+f.florida@n.fla
Fokker	n.fokker
Foley	n.foley
Folkestone	n.folkestone
Folsom	n.folsom
Fonda	n.fonda
Fontainebleau	n.fontainebleau
Forbes	n.forbes
Ford	n+f.ford
Fords	n.fords
Formosa	n.formosa
Forrest	n.forrest
Forster	n.forster
Fortaleza	n.fortaleza
Fortuna	n.fortuna
Foster	n+m.foster
Fosters	n.fosters
Fostoria	n.fostoria
Foucault	n.foucault
Fowler	n.fowler
Fox	n+f.fox
Fran	n.fran
Frances	n.frances
Francesca	n.francesca
Francine	n.francine
Francisco	n+m.francisco@n+m.francis
Franck	n.franck
Franco	n.franco
Francônia	n.franconia
Frank	n+m.frank
Frankel	n.frankel
Frankfort	n.frankfort
Frankfurt	n.frankfurt
Frankie	n.frankie
Franklin	n+m.franklin
Franks	n.franks
Franz	n.franz
França	n+f.france
François	n.francois
Françoise	n.francoise
Fraser	n.fraser
Fraunhofer	n.fraunhofer
Frazer	n.frazer
Frazier	n.frazier
Fred	n+m.fred
Freda	n.freda
Freddie	n.freddie
Frederick	n.frederick
Fredericksburg	n.fredericksburg
Fredericton	n.fredericton
Fredrick	n.fredrick
Freedman	n.freedman
Freeman	n.freeman
Freetown	n.freetown
Frei	n.frei
Fremantle	n.fremantle
Fremont	n.fremont
Fresnel	n.fresnel
Fresno	n.fresno
Freya	n.freya
Friburgo	n.freiburg@n.fribourg
Frieda	n.frieda
Friedman	n.friedman
Friedrich	n.friedrich
Frigidaire	n.frigidaire
Frisch	n.frisch
Frisco	n.frisco
Frith	n.frith
Frito	n.frito
Fritz	n.fritz
Frodo	n.frodo
Fromm	n.fromm
Frontenac	n.frontenac
Frost	n.frost
Frye	n.frye
Fuchs	n.fuchs
Fuentes	n.fuentes
Fuji	n.fuji
Fujitsu	n.fujitsu
Fujiwara	n.fujiwara
Fukuoka	n.fukuoka
Fulbright	n.fulbright
Fuller	n.fuller
Fulton	n.fulton
Funchal	n.funchal
Fundy	n.fundy
Furness	n.furness
Fátima	n.fatima
Félix	n.felix
Fígaro	n.figaro
Fílon	n.philo
GAO	n.gao
GHz	n.ghz
GIMP	n+m.gimp
GNOME	n+m.gnome
GNU	n+m.gnu
GTD	n+m.gtd
Gabby	n.gabby
Gable	n.gable
Gaborone	n.gaborone
Gabriel	n.gabriel
Gabriela	n.gabriela
Gaby	n.gaby
Gabão	n.gabon
Gadsden	n.gadsden
Gael	n.gael
Gage	n.gage
Gaia	n.gaia
Gail	n.gail
Gaiman	n.gaiman
Gaines	n.gaines
Gainesville	n.gainesville
Gainsborough	n.gainsborough
Galbraith	n.galbraith
Gale	n.gale
Galeno	n.galen
Gales	n.gales
Galileia	n.galilee
Gallagher	n.gallagher
Galle	n.galle
Gallegos	n.gallegos
Gallo	n.gallo
Galloway	n.galloway
Gallup	n.gallup
Galois	n.galois
Galveston	n.galveston
Galway	n.galway
Galápagos	n.galapagos
Galícia	n.galicia
Gama	n.gama
Gambier	n.gambier
Gan	n.gan
Gana	n.ghana
Gandalf	n.gandalf
Gandhi	n.gandhi
Ganesha	n.ganesha
Ganges	n.ganges
Ganimedes	n.ganymede
Gante	n.ghent
Garamond	n.garamond
Garbo	n.garbo
Garcia	n.garcia
Gard	n.gard
Garda	n.garda
Gardiner	n.gardiner
Gardner	n.gardner
Garfield	n.garfield
Garfunkel	n.garfunkel
Garibaldi	n.garibaldi
Garland	n.garland
Garner	n.garner
Garnet	n.garnet
Garnett	n.garnett
Garret	n.garret
Garrett	n.garrett
Garrick	n.garrick
Garrison	n.garrison
Garth	n.garth
Garvey	n.garvey
Gary	n+m.gary
Garza	n.garza
Gaspar	n.caspar@n.gaspar
Gates	n.gates
Gateshead	n.gateshead
Gatorade	n.gatorade
Gatsby	n.gatsby
Gauguin	n.gauguin
Gauss	n.gauss
Gautier	n.gautier
Gavin	n.gavin
Gawker	n.gawker
Gaya	n.gaya
Gayle	n.gayle
Gaylord	n.gaylord
Gaz	n.gaz
Gaza	n.gaza
Gdansk	n.gdansk
Geelong	n.geelong
Geffen	n.geffen
Gehrig	n.gehrig
Geiger	n.geiger
Geller	n.geller
Gemma	n.gemma
Gena	n.gena
Genebra	n.geneva
Gengis	n.genghis
Genoveva	n.genevieve
Gentoo	n.gentoo
Geoffrey	n.geoffrey
Georges	n.georges
Georgetown	n.georgetown
Georgette	n.georgette
Georgina	n.georgina
Ger	n.ger
Gerald	n.gerald
Geraldine	n.geraldine
Gerard	n.gerard
Gerardo	n.gerardo
Gere	n.gere
Gerhard	n.gerhard
Germantown	n.germantown
Gerry	n.gerry
Gershwin	n.gershwin
Gertrudes	n.gertrude
Gerônimo	n.geronimo
Gestapo	n.gestapo
Getty	n.getty
Geórgia	n+f.georgia
Gib	n.gib
Gibbon	n.gibbon
Gibbs	n.gibbs
Gibraltar	n.gibraltar
Gibson	n.gibson
Gideão	n.gideon
Gigli	n.gigli
Gil	n.gil
Gila	n.gila
Gilbert	n.gilbert
Gilberto	n.gilberto
Gilchrist	n.gilchrist
Gilda	n.gilda
Gilead	n.gilead
Giles	n.giles
Gilgamesh	n.gilgamesh
Gill	n.gill
Gilliam	n.gilliam
Gilligan	n.gilligan
Gilman	n.gilman
Gilmore	n.gilmore
Gilson	n.gilson
Gina	n.gina
Ginger	n.ginger
Gingrich	n.gingrich
Ginny	n.ginny
Gino	n.gino
Ginsberg	n.ginsberg
Ginsburg	n.ginsburg
Giovanni	n.giovanni
Gisborne	n.gisborne
Giselle	n.giselle
Gish	n.gish
Giuliani	n.giuliani
Givens	n.givens
Gizé	n.giza
Gladys	n.gladys
Glaser	n.glaser
Glasgow	n+f.glasgow
Glassman	n.glassman
Glastonbury	n.glastonbury
Glaxo	n.glaxo
Glazer	n.glazer
Gleason	n.gleason
Glen	n.glen
Glencoe	n.glencoe
Glenda	n.glenda
Glendale	n.glendale
Glengarry	n.glengarry
Glenn	n.glenn
Glenna	n.glenna
Gloucester	n.gloucester
Gloucestershire	n.gloucestershire
Gluck	n.gluck
Glória	n.gloria
Goa	n.goa
Godard	n.godard
Godfrey	n.godfrey
Godiva	n.godiva
Godwin	n.godwin
Goethe	n.goethe
Goff	n.goff
Goldberg	n.goldberg
Goldie	n.goldie
Golding	n.golding
Goldman	n.goldman
Goldsmith	n.goldsmith
Goldstone	n.goldstone
Goldwater	n.goldwater
Goldwyn	n.goldwyn
Golgi	n.golgi
Golias	n.goliath
Golã	n.golan
Gonzalez	n.gonzalez
Gonzalo	n.gonzalo
Goodall	n.goodall
Goodman	n.goodman
Goodrich	n.goodrich
Google	n+m.google
Gorbachev	n.gorbachev
Gordon	n+m.gordon
Gore	n.gore
Gorey	n.gorey
Gorton	n.gorton
Goshen	n.goshen
Gosling	n.gosling
Gosport	n.gosport
Goudy	n.goudy
Gould	n.gould
Gower	n.gower
Goya	n.goya
Grace	n+f.grace
Graceland	n.graceland
Gracie	n.gracie
Grady	n.grady
Graf	n.graf
Graham	n+m.graham
Grahame	n.grahame
Grainger	n.grainger
Gramercy	n.gramercy
Grampian	n.grampian
Granada	n.grenada@n.granada
Granadinas	n.grenadines
Grange	n.grange
Granger	n.granger
Gravesend	n.gravesend
Graz	n.graz
Greco	n.greco
Gree	n.gree
Greeley	n.greeley
Greenbrier	n.greenbrier
Greene	n.greene
Greenfield	n.greenfield
Greenock	n.greenock
Greenpeace	n.greenpeace
Greensboro	n.greensboro
Greenspan	n.greenspan
Greenwich	n.greenwich
Greenwood	n.greenwood
Greg	n+m.greg
Gregg	n.gregg
Gregory	n.gregory
Gregório	n.gregorio
Grendel	n.grendel
Grenoble	n.grenoble
Grenville	n.grenville
Gresham	n.gresham
Greta	n.greta
Gretchen	n.gretchen
Gretel	n.gretel
Gretzky	n.gretzky
Grieg	n.grieg
Griffin	n.griffin
Griffith	n.griffith
Grimes	n.grimes
Grimsby	n.grimsby
Grinch	n.grinch
Gris	n.gris
Groenlândia	n.greenland
Groningen	n.groningen
Gros	n.gros
Grote	n.grote
Grumman	n.grumman
Grundy	n.grundy
Grã Bretanha	n+f.britain
Grécia	n+f.greece
Guadalajara	n.guadalajara
Guadalupe	n.guadeloupe@n.guadalupe
Guam	n.guam
Guanajuato	n.guanajuato
Guantánamo	n.guantanamo
Guatemala	n.guatemala
Guayaquil	n.guayaquil
Gucci	n.gucci
Guernsey	n.guernsey
Guerra	n.guerra
Guerrero	n.guerrero
Guevara	n.guevara
Guggenheim	n.guggenheim
Guiana	n.guyana@n.guiana
Guilherme	n+m.william
Guillermo	n.guillermo
Guin	n.guin
Guiné	n+f.guinea
Gulliver	n.gulliver
Gunnar	n.gunnar
Gunter	n.gunter
Gunther	n.gunther
Gurney	n.gurney
Gustav	n.gustav
Gustavo	n.gustavo@n.gustavus
Gutenberg	n.gutenberg
Gutierrez	n.gutierrez
Guzman	n.guzman
Gwalior	n.gwalior
Gwen	n.gwen
Gwendolyn	n.gwendolyn
Gwent	n.gwent
Gwyn	n.gwyn
Gwynedd	n.gwynedd
Gálatas	n.galatians
Gália	n.gaul
Gâmbia	n.gambia
Gêmeos	n.gemini
Gênesis	n.genesis
Gênova	n.genova
Haar	n.haar
Haarlem	n.haarlem
Habacuque	n.habakkuk
Haber	n.haber
Hackman	n.hackman
Hackney	n.hackney
Hades	n.hades
Hagar	n.hagar
Hagen	n.hagen
Haia	n.hague
Haifa	n.haifa
Haig	n.haig
Hainan	n.hainan
Haiti	n.haiti
Hakim	n.hakim
Hal	n.hal
Hale	n.hale
Hales	n.hales
Halifax	n.halifax
Halley	n.halley
