Java语言	n.java
事先	ad.beforehand@ad.beforehand
事务	n.affairs@n.transaction@n.affair@n.affair
事务律师	n.solicitor@n.solicitors
事实	n.fact@n.facts@n.truth@n.truths
事实的	a.factual
事工	n.ministries
事情	n.things@n.thing@n.matter
事故	n.accident@n.incident@n.accidents@n.incidents@n.incidents
事项	n.matters
二	num.two@num.ii
二人组	n.duo
二元性	n.duality
二元的	a.dual@a.binaries
二十	num.twenty
二十一点	n.blackjack
二十分之一	n.twentieth@n.twentieth
二年级的	a.sophomore
二手的	a.secondhand
二月	n.february@n.feb
二极管	n.diode@n.diode
二次方程	n.quadratic@n.quadratic
二次的	a.quadratic@a.quadratic
二氧化物	n.dioxide@n.dioxide
二氧化硅	n.silica@n.silica
二等兵	n.pvt
二者择一地	ad.alternatively
二进制	n.binary@n.binaries
二进制文件	n.binaries
二进制的	a.binary
二重唱	n.duet
二重奏	n.duo@n.duet
于	prep.at
于此	ad.herein@ad.hereof
亏损	n.losses@n.deficit
云	n.cloud@n.clouds
云杉	n.spruce
云母	n.mica
互动	n.interaction@n.interactions@v.interact@v.interacts
互动的	a.interactive
互换	v.interchange@n.interchange
互操作性	n.interoperability@n.interoperability
互联	n.interconnection@n.interconnection
互联网	n.internet
互补的	a.complementary@a.complementary
互连	n.interconnection@v.interconnect@n.interconnect@n.interconnection@v.interconnect@n.interconnect
互通性	n.interoperability
五	num.five
五个	num.five
五人组	n.quintet
五分硬币	n.nickel
五分镍币	n.nickel
五十	num.fifty
五十铃	n.isuzu@n.isuzu
五彩纸屑	n.confetti
五月	n.may@n.mai
五行打油诗	n.limerick
五角大楼	n.pentagon@n.pentagon
五边形	n.pentagon@n.pentagon
五重奏	n.quintet
井	n.well@n.wells
井喷	n.blowout
井架	n.derrick
亚伦	n.aaron
亚伯	n.abel@n.abe@n.abel
亚伯拉罕	n.abraham@n.abraham
亚利桑那	n.arizona
亚历克	n.alec@n.alec
亚历克斯	n.alex
亚历克西斯	n.alexis
亚历山大	n.alexander@n.alexandria
亚历山大港	n.alexandria
亚历山德拉	n.alexandra
亚型	n.subtype
亚基	n.subunit@n.subunit
亚基马	n.yakima@n.yakima
亚当	n.adam
亚当斯	n.adams
亚洲	n.asia
亚洲人	n.asian@n.asians
亚洲的	a.asian
亚特兰大	n.atlanta
亚特兰蒂斯	n.atlantis
亚瑟	n.arthur
亚类	n.subcategories
亚美尼亚	n.armenia
亚美尼亚人	n.armenian
亚美尼亚的	a.armenian
亚群	n.subgroup@n.subgroups
亚里士多德	n.aristotle@n.aristotle
亚马逊	n.amazon
亚麻	n.flax@n.flax
亚麻布	n.linen@n.linen@n.linens
亚麻的	a.linen
亚麻纤维	n.flax
亚麻织品	n.flax
亢奋的	a.hyper
交	v.handing
交互	v.interface@v.interacting
交互的	a.interactive
交付	n.delivery@v.delivered@v.deliver@v.delivers@v.delivering@n.deliveries@n.deliveries
交叉	n.crossover
交叉口	n.crossing@n.junction@n.crossings@n.intersections
交叉火力	n.crossfire
交叉点	n.intersection@n.intersection@n.crossings
交叉的	a.cross@a.crossed@a.crossed
交叉路	n.crossroads
交响乐	n.symphony
交响曲	n.symphony
交往	n.intercourse
交感神经的	a.sympathetic
交换	v.exchange@n.exchange@n.exchanges@v.exchanges@v.swap@n.swap@v.swapping@v.exchanging@n.interchange@v.interchange@v.exchanged@v.swapping@n.swapping@v.exchanging@n.commuting@n.swaps@v.swaps
交换台	n.switchboard
交换机	n.switchboard
交换配偶者	n.swinger
交易	v.trade@n.deals@n.deal@v.trading@n.transactions@n.transaction@n.dealing@v.trades@v.dealt@v.traded@n.dealings@v.dealt@v.traded@n.dealings
交易员	n.trader@n.traders@n.trader@n.traders
交易商	n.dealer@n.dealers
交易所	n.exchange
交替	v.alternate@v.alternating@v.alternating
交替的	a.alternate@a.alternating@a.alternating
交汇	n.confluence
交流	n.communications@n.communication@v.communicate@v.communicating@n.exchanging@v.communicating@n.communion@v.communicated@v.communicates
交火	n.crossfire
交给	v.hand@v.hands@v.handing
交谈	n.talking@v.converse
交通	n.traffic@n.transportation
交通工具	n.vehicle@n.vehicles
交配	v.mate@v.mating@n.mating@n.mating@v.mating@v.mates
交钥匙的	a.turnkey@a.turnkey
交集	n.intersections
亦称	ad.aka
产业的	a.industrial
产出	n.outputs
产前的	a.prenatal
产卵	v.spawn@v.spawning@n.spawning@v.spawn@v.spawning@n.spawning
产品	n.products@n.product@n.manufactures
产妇	n.maternity
产生	n.generation@v.generated@v.generate@v.yield@v.arising@v.resulted@n.gen@v.generating@v.arise@v.yields@v.generates@v.arises@v.yielded@v.yielding@v.yields@v.generates@v.births@v.arises@v.arose@v.yielded@v.yielding@v.arisen
产科学	n.obstetrics@n.obstetrics
产量	n.yield@n.yields@n.turnout
亨利	n.henry@n.henley@n.henri@n.henley
亨利克	n.henrik
亨廷顿	n.huntington@n.huntington
亨德尔	n.handel@n.handel
亨德森	n.henderson
亨德里克斯	n.hendrix@n.hendrix
亨氏	n.heinz@n.heinz
亨茨维尔	n.huntsville
享受	v.enjoy@v.enjoyed@v.enjoying@v.enjoys@n.enjoyment@v.grooves@v.enjoying@v.enjoys@n.enjoyment
享有声誉的	a.prestigious
享有特权的	a.privileged
京都	n.kyoto@n.kyoto
亭	n.kiosk@n.pavilion
亭子	n.pavilion
亮度	n.brightness@n.brightness
亮点	n.highlights@n.highlight
亲代的	a.parental@a.parental
亲切地	ad.kindly
亲切的	a.gracious@a.gracious
亲吻	v.kissed
亲和力	n.affinity
亲子关系	n.parenthood
亲密	n.intimacy@n.familiarity@n.intimacy
亲密的	a.intimate@a.intimate
亲属	n.relatives@n.kindred@n.kin@n.kindred
亲戚	n.relative@n.relatives
亲爱的	a.dear@n.honey@n.hon@n.darling@n.darling
亲王	n.prince@n.princes
亲笔签名	n.autograph@v.autographed@n.autographs@n.autograph
亲自	ad.personally@pron.oneself@pron.oneself
亲近	n.familiarity@n.intimacy
人	n.man@n.person@n.guy@n.persons@n.guys@n.beings@n.homo@n.mans@n.bod@n.beings@n.wight@n.mans
人与人之间的	a.interpersonal
人们	n.people@n.folk@n.folks
人体工程学	n.ergonomics@n.ergonomics
人体工程学的	a.ergonomic
人力	n.manpower
人参	n.ginseng
人口	n.population@n.populations
人口普查	n.census
人口特征	n.demographics
人口稠密的	a.populated
人口统计	n.demographic@n.demographics@n.demographic
人口统计学	n.demographics
人口统计学的	a.demographic
人口统计数据	n.demographics
人口统计的	a.demographic
人员	n.personnel
人员配备	n.staffing
人均	n.capita@n.capita
人声	n.vocals
人字形	n.chevron
人字拖	n.thongs
人工智能系统	n.ais@n.ais
人工林	n.plantation@n.plantations
人工的	a.artificial
人性	n.humanity
人文学科	n.humanities
人格	n.personality@n.persona
人格化	n.personalization
人格面具	n.persona
人民	n.people@n.peoples
人物	n.person@n.figure@n.character@n.characters@n.figures
人的	a.human
人种的	a.racial
人类	n.human@n.humans@n.humanity@n.mankind@n.homo@n.mankind
人类学	n.anthropology@n.anthropology
人群	n.crowd@n.mob@n.crowds
人行道	n.pavement@n.pavement@n.sidewalk@n.sidewalks
人质	n.hostage@n.hostages
人造的	a.artificial@a.faux
人造钻石	n.rhinestone@n.rhinestone
人道主义的	a.humanitarian@a.humanitarian
人道主义者	n.humanitarian@n.humanitarian
人道的	a.humane
人际的	a.interpersonal
人鱼	n.mermaid
亿万	n.billions
什么	pron.what@a.what@pron.que@pron.whats@pron.whats
什么时候	ad.when
什么是	pron.whats
什罗普郡	n.shropshire
什里夫波特	n.shreveport@n.shreveport
什鲁斯伯里	n.shrewsbury@n.shrewsbury
仁慈	n.kindness
仁慈的	a.charitable@a.benign@a.humane@a.clement@a.gracious
仅	ad.only
仅仅	ad.simply@ad.merely@ad.solely@ad.barely
仅仅的	a.mere
仆人	n.servant@n.servants@n.servant@n.servants
仇恨	n.hate@n.hates@n.hatred
仇敌	n.enemy@n.enemies@n.foe@n.enemies@n.foe@n.foes
今后	ad.hereafter@ad.hereafter
今天	ad.today@n.today
今晚	ad.tonight@n.tonight
介入	n.intervention@n.interventions@v.intervene@n.interventions@v.intervene
介意	v.mind@v.minds@v.minded@v.minded
介绍	n.introduction@n.presentation@v.introduced@v.introduce@n.intro@v.introducing@v.introduces@v.introduces@n.introductions
介绍性的	a.introductory@a.introductory
仍然	ad.still
从	prep.from@prep.out@prep.outs@prep.fro@prep.fra
从...出来	ad.outta
从不	ad.never
从业者	n.practitioners@n.practitioner@n.practitioner
从事	v.engaged@v.engage@v.undertaken@v.pursue@v.undertake@v.engaging@v.pursuing@v.ply@v.undertake@v.engaging@v.pursuing@v.engages@v.undertook
从事改革运动	v.crusade@v.crusade
从何处	ad.whence
从前	ad.formerly
从历史角度	ad.historically
从句	n.clause@n.clauses
从头到尾	ad.thru
从根本上	ad.basically@ad.fundamentally
从此	ad.hence
从理论上讲	ad.theoretically
从理论上说	ad.theoretically
从而	ad.thus@ad.thereby
从那时起	ad.thence
从那里	ad.thence
仓储	n.warehousing
仓库	n.warehouse@n.depot@n.repository@n.warehouses@n.depository@n.repositories@n.warehouses@n.repositories
仓鼠	n.hamster@n.hamster
仔细地	ad.carefully@ad.closely
仔细审查	n.scrutiny
仔细的	a.careful
仔细研究	v.pore
仔细考虑	v.deliberate
他	pron.he@pron.him@pron.hes
他们	pron.they@pron.them
他们的	pron.their@pron.theirs
他们自己	pron.themselves
他加禄语	n.tagalog
他加禄语的	a.tagalog
他妈的	int.fuck@int.fucks
他是	v.hes
他的	pron.his
他自己	pron.himself
付款	n.payment@v.pay@n.payments@v.pays
付款人	n.payer@n.payer
付费的	a.paying
仙人掌	n.cactus
仙境	n.wonderland
仙女	n.fairy@n.fairies@n.fay@n.fairy@n.fairies@n.fay
仙女的	a.fairy
代	n.generation@n.generations
代价高的	a.costly@a.costly
代客泊车	n.valet@v.valet
代币	n.token@n.tokens
代数	n.algebra
代数学	n.algebra
代数学的	a.algebraic
代数的	a.algebraic
代替	ad.instead@v.sub@v.substitute@n.substitutions@n.substitution@n.lieu@v.substituted@v.substitutes@v.substituting
代理	n.agency@n.agent@n.agents@n.agencies@n.rep@n.proxy@n.proxies
代理人	n.proxies@n.assignee
代理商	n.dealership
代理权	n.dealerships@n.dealerships
代理的	a.acting
代理经营	v.factoring
代码	n.code@n.codes
代表	n.representative@v.represent@n.representatives@n.behalf@v.represents@n.representation@v.represented@n.rep@v.representing@n.delegates@n.delegate@n.deputies@n.delegates@n.delegate@n.reps@n.deputies
代表团	n.delegation@n.delegation@n.contingent
代表性的	a.typical
代言	n.endorsements@n.endorsements
代言人	n.spokesperson
代谢的	a.metabolic
代金券	n.vouchers@n.voucher@n.vouchers@n.voucher
代顿	n.dayton
令人不安的	a.disturbing
令人不快的	a.offending@a.objectionable@a.unpleasant@a.offending
令人不满意的	a.unsatisfactory
令人信服的	a.compelling@a.convincing
令人兴奋的	a.exciting
令人印象深刻的	a.impressive
令人厌恶的	a.disgusting@a.disgusting
令人反感的	a.objectionable@a.objectionable
令人困惑的	a.confusing@a.confusing
令人失望的	a.disappointing
令人寒心的	a.chilling@a.chilling
令人尴尬的	a.embarrassing@a.embarrassing
令人屏息的	a.breathtaking
令人恐惧的	a.frightening@a.feared@a.frightening
令人惊奇的	a.amazing
令人惊愕的	a.staggering
令人惊讶地	ad.amazingly@ad.surprisingly@ad.amazingly
令人惊讶的	a.surprising@a.surprising
令人愉快的	a.pleasant@a.enjoyable@a.delightful@a.enjoyable@a.delightful@a.pleasing
令人担心的	a.worrying
令人担忧的	a.concerning@a.alarming
令人振奋的	a.uplifting@a.uplifting
令人放松的	a.relaxing
令人敬畏的	a.awesome@a.formidable
令人毛骨悚然的	a.creepy@a.spooky@a.creepy@a.spooky
令人毛骨悚然的人	n.creep
令人沮丧的	a.depressing@a.frustrating@a.depressing
令人满意的	a.satisfactory@a.satisfying@a.satisfying@a.fulfilling
令人激动的	a.thrilling
令人生气的	a.provoking
令人生畏的	a.daunting
令人难忘的	a.unforgettable@a.haunting@a.unforgettable
令人震惊的	a.shocking@a.outrageous
令人鼓舞的	a.encouraging
令牌	n.token@n.token@n.tokens
令状	n.writ@n.writ
以...为中心的	a.centric
以...的资格	conj.qua
以…为中心的	a.centric@a.centred
以…为主题	v.themed
以…的资格	prep.qua
以上	ad.upwards
以下	ad.hereinafter
以不同方式	ad.differently
以为基础	v.based@v.base
以为特征	v.characterized@v.characterised
以为特色	v.features@v.featured@v.feature@v.featuring
以免	conj.lest@conj.lest
以利亚	n.elijah@n.elijah
以前	ad.before@ad.ago@ad.previously@ad.formerly
以前的	a.previous@a.former@a.sometime@a.sometime
以后	ad.thereafter
以太	n.ether@n.ether@n.eth
以太网	n.ethernet
以弗所书	n.ephesians@n.ephesians
以斯帖	n.esther
以斯拉	n.ezra
以某种方式	ad.somehow
以色列	n.israel
以色列人	n.israeli@n.israelis@n.israelis
以色列的	a.israeli@a.israelis
以西结	n.ezekiel@n.ezekiel
以赛亚	n.isaiah
以马内利	n.emmanuel
仪器	n.instrument@n.instrumentation@n.instrumentation
仪器的	a.instrumental
仪式	n.ceremony@n.ritual@n.rituals@n.rites@n.ritual@n.rite@n.ceremonies@n.rituals@n.rites
仪式的	a.ritual@a.ritual
仪表	n.meter@n.meters@n.gauge@n.instrumentation@n.gauges@n.instr
仪表板	n.dashboard@n.dashboard
仲裁	n.arbitration@v.refereed@n.arbitration@v.refereed
仲裁人	n.arbitrator@n.arbitrator
件	n.piece@n.pieces
价值	n.value@n.values@n.worth
价差	n.spreads
价格	n.price@n.prices
价目表	n.tariff
价钱	n.price
任一	a.either
任何	pron.any@ad.any@pron.whatsoever
任何事物	pron.anything
任何人	pron.anyone@pron.anybody
任何地方	ad.anywhere
任何时候	ad.anytime
任何的	a.any
任务	n.mission@n.task@n.tasks@n.assignment@n.assignments@n.missions
任命	v.appointed@n.appointment@n.appointments@n.nomination@v.appoint@v.nominate@v.appoints@v.ordained@n.nomination@n.nominations@v.appoint@n.ordination@v.nominate@v.appoints@v.appointing
任天堂	n.nintendo
任意地	ad.randomly@ad.randomly@ad.optionally@ad.arbitrarily
任意的	a.arbitrary@a.arbitrary@a.discretionary
任期	n.mandate@n.tenure@n.tenure
份	n.serving
份量	n.servings
份额	n.share@n.portion@n.portions
仿制品	n.replica@n.replicas@n.replicas
仿制的	a.imitation@a.imitation
仿真	n.simulation@n.simulations@n.simulations@n.emulation
仿真器	n.simulator@n.simulator@n.emulator
企业	n.corporation@n.enterprise@n.businesses@n.enterprises@n.ventures@n.establishments@n.ventures
企业内部网	n.intranet
企业家	n.entrepreneur@n.entrepreneurs@n.businessman@n.entrepreneurs@n.businessman@n.businessmen
企业家的	a.entrepreneurial
企业家精神	n.entrepreneurship
企业的	a.corporate
企业联合	n.syndication
企业联合的	a.syndicated
企图	v.attempting
企鹅	n.penguin@n.penguin@n.penguins
伊万	n.ivan@n.ivan
伊丽莎	n.elisa
伊丽莎白	n.elizabeth@n.elisabeth@n.elisabeth
伊俄斯	n.eos
伊冯娜	n.yvonne@n.yvonne
伊凡塞斯乐队	n.evanescence
伊利	n.erie@n.ely@n.ely
伊利湖	n.erie
伊利诺伊	n.illinois
伊士曼	n.eastman@n.eastman
伊夫	n.yves
伊妮德	n.enid
伊娃	n.eva@n.eva
伊娜	n.ina
伊恩	n.ian
伊戈尔	n.igor@n.igor
伊拉克	n.iraq
伊拉克人	n.iraqi@n.iraqis
伊拉克的	a.iraqi
伊斯兰	n.isl
伊斯兰国	n.isis
伊斯兰堡	n.islamabad
伊斯兰教	n.islam
伊斯兰教的	a.islamic
伊斯兰的	a.islamic
伊斯坦布尔	n.istanbul@n.istanbul
伊斯灵顿	n.islington
伊斯特伍德	n.eastwood@n.eastwood
伊普斯威奇	n.ipswich
伊曼纽尔	n.emmanuel@n.emanuel
伊朗	n.iran
伊朗人	n.iranian@n.iranian
伊朗的	a.iranian@a.iranian
伊桑	n.ethan
伊比沙岛	n.ibiza
伊玛目	n.imam
伊甸园	n.eden@n.eden
伊登	n.eden
伊芙琳	n.evelyn
伊莉斯	n.elise
伊莎贝尔	n.isabel@n.isabel
伊莎贝拉	n.isabella
伊莱	n.eli
伊莱亚斯	n.elias@n.elias
伊莱克特拉	n.electra@n.electra
伊莱恩	n.elaine@n.elaine
伊莱扎	n.eliza
伊莱莎	n.elisa
伊萨卡	n.ithaca
伊藤	n.ito@n.ito
伊西斯	n.isis
伊迪丝	n.edith
伊顿	n.eaton
伍尔弗汉普顿	n.wolverhampton@n.wolverhampton
伍德布里奇	n.woodbridge
伍德拉夫	n.woodruff
伍德斯托克	n.woodstock
伍德沃德	n.woodward
伍斯特	n.worcester@n.worcester
伍斯特郡	n.worcestershire@n.worcestershire
伍迪	n.woody@n.woody
伏特	n.volt@n.volts
伏特加	n.vodka
伐木	n.logging@v.lumber
伐木工	n.logger@n.logger
休	n.hugh@n.hugh
休伊特	n.hewitt@n.hewitt
休会	v.adjourned@v.recess@n.adjournment@v.adjourned@n.recess@n.adjournment@v.recessed
休伦	n.huron
休伦湖	n.huron
休伯特	n.hubert@n.hubert
休假	n.leave
休息	n.rest@v.rest@n.break@n.breaks@v.relax@n.recess@v.resting@v.rests@n.rests@n.recess@v.rested
休息室	n.lounge@n.lounges@n.lounges
休息时间	n.downtime@n.downtime
休斯	n.hughes
休斯顿	n.houston
休谟	n.hume@n.hume
休闲	n.leisure
休闲装	n.sportswear
众多	n.multitude
众多的	a.numerous
优先	n.priority@n.precedence@n.pref
优先事项	n.priorities
优先权	n.priority@n.preferences@n.priorities@n.preference@n.precedence
优先的	a.preferential@a.preferential
优势	n.edge@n.advantage@n.advantages@n.strengths@n.vantage@n.dominance@n.vantage@n.superiority
优化	n.optimization@v.optimize@v.optimized@n.optimizations@v.optimize@v.optimized@v.optimizing@n.optimisation@n.optimizations
优化器	n.optimizer
优化的	a.optimized@a.optimized
优化程序	n.optimizer
优惠	n.offers
优惠券	n.coupons@n.coupon
优惠的	a.preferential@a.preferential
优格	n.yogurt
优点	n.pros@n.merit@n.virtue@n.virtues@n.merit@n.virtue@n.merits@n.virtues
优秀	n.excellence
优秀的	a.excellent@a.sterling
优等生	n.hons
优等的	a.classy
优美地	ad.finely
优胜美地	n.yosemite@n.yosemite
优质的	a.quality@a.premium
优越	n.superiority
优越的	a.superior
优雅	n.grace@n.elegance
优雅的	a.elegant@a.polished@a.classy@a.graceful@a.gracious@a.graceful
伙伴	n.partners@n.partner@n.buddy@n.pal@n.mate@n.buddies@n.fellows@n.buddies@n.fellows@n.pals@n.sidekick@n.comrades@n.amigo
伙伴关系	n.partnership@n.partnerships
伙计	n.dude@n.dudes
会	v.would@n.hui
会众	n.congregation@n.congregations@n.congregation@n.congregations
会合	v.rendezvous@v.rendezvous
会员	n.member@n.members@n.membership
会员资格	n.membership@n.memberships@n.memberships
会员身份	n.memberships
会堂	n.auditorium@n.auditorium
会意地	ad.knowingly@ad.knowingly
会意的	a.knowing
会所	n.clubhouse
会籍	n.memberships
会计	n.accounting@n.accountants@n.accountant@n.acct@n.accountants@n.accountant@n.accountancy
会计学	n.accounting
会计工作	n.accountancy
会计师	n.accountants@n.accountant@n.accountants@n.accountant
会议	n.meeting@n.conference@n.meet@n.session@n.meetings@n.sessions@n.conferences@n.conferencing@n.conventions@n.conf@n.mtg@n.conventions@n.conf
会议厅	n.chamber
会议记录	n.minutes@n.proceedings
会诊	n.consultation@n.consultations
会话	n.session@n.sessions@n.conversation@n.conversations
会说话的	a.talking
